应用名称,开发者（企业）名称,开发者类型,应用类型,申请类型,版本名称,版本号,上下架时间,架位状态,合同状态,LCAID,APPID,应用包名
Mad Truck 2,3g60,个人,动作游戏,升级,1.20,3,2013-08-15 10:54:59,上架,合同签署并登陆,12172046,11975808,com.tophotapp.madtruck2
过桥拆河1.0,hellozheng,个人,动作游戏,新版本,1.0,1,2013-08-14 15:52:30,上架,合同签署并登陆,12168945,12168936,cn.easymobi.entertainment.crossapp_0
劫你妹,happiness0804,企业,动作游戏,新版本,2.1,21,2013-08-14 10:06:33,上架,合同签署并登陆,12165996,12165952,com.wx.tkwan3
噩梦跑酷 | Nightmare Runner,veer,个人,动作游戏,新版本,1.1.1,11,2013-08-12 11:46:12,上架,合同签署并登陆,12159591,12159579,com.cookiebit.NRunner
重力小子,idreamsky,企业,动作游戏,升级,1.0.5,6,2013-08-09 15:53:49,上架,合同签署并登陆,12152172,11555636,com.miniclip.ggskynet
狂砍水果,candyling7911,个人,动作游戏,新版本,1.0,1,2013-08-08 19:03:36,上架,合同签署并登陆,12149615,12149574,com.ak.crazycut
恐惧之魂,veer,个人,动作游戏,升级,1.2.2,122,2013-08-07 16:33:13,上架,合同签署并登陆,12146356,11367125,net.gree.android.pf.greeapp57201a
暴走战争（汉化）,iceskysnow,个人,动作游戏,新版本,1.1.4,6,2013-08-01 14:19:28,上架,合同签署并登陆,12124956,12124914,com.lemondoo.ragewarsfree
愤怒的捣蛋猪,dmmap_app,企业,动作游戏,新版本,1.0.6,1,2013-07-31 14:01:33,上架,合同签署并登陆,12121826,12121812,com.youshi.mm.angrypink3
丛林有情猪,dmmap_app,企业,动作游戏,新版本,1.0.2,1,2013-07-31 13:49:34,上架,合同签署并登陆,12121799,12121784,com.youshi.mm.angrypink2
海贼王：梦想之旅,sailewuxian,企业,动作游戏,新版本,1.0,1,2013-07-24 11:15:18,上架,合同签署并登陆,12104304,12104303,yct.ghzw
越跑越HIGH,dmmap_app,企业,动作游戏,新版本,1.1,1,2013-07-10 12:41:42,上架,合同签署并登陆,12059091,12059078,com.kspd.runnershigh
合金弹头XX,fanyigongsi,企业,动作游戏,升级,2.0,2,2013-06-28 10:51:06,上架,合同签署并登陆,12008555,11984296,yct.ghjdtxx
武士大战僵尸,中国移动游戏基地,企业,动作游戏,新版本,2.2.1,221,2013-06-20 17:39:48,上架,合同签署并登陆,11976329,11976307,com.glu.samuzombie_glucndx
豆豆跳跃,freedman_chen,个人,动作游戏,新版本,1.0,1,2013-06-20 00:09:42,上架,合同签署并登陆,11973677,11973665,com.jasmine.crazyjumpergles
战西游,tianlang,企业,动作游戏,升级,1.12.0615,1120615,2013-06-18 15:09:45,上架,合同签署并登陆,11965873,11944634,com.kuyue.zxydn5
战西游(豪华礼包),tianlang,企业,动作游戏,新版本,1.11.0510,1110510,2013-06-14 15:22:11,上架,合同签署并登陆,11944832,11944634,com.kuyue.zxydn5
弹弓赛车,prettyfox200,个人,动作游戏,新版本,1.3,3,2013-06-08 16:15:54,上架,合同签署并登陆,11924428,11924415,com.appgames.com.crescentmoongames.slingshotracing
火影忍者冒险,iceskysnow,个人,动作游戏,新版本,4.51,451,2013-06-07 17:15:58,上架,合同签署并登陆,11920400,11920392,com.bubblesoft.naruto
火柴人狂奔2,iceskysnow,个人,动作游戏,新版本,1.6,8,2013-06-07 16:57:55,上架,合同签署并登陆,11920358,11920348,com.djinnworks.LineRunner2.free
瑞克快跑,iloveapple8899,个人,动作游戏,新版本,1.0.5,6,2013-06-06 14:09:56,上架,合同签署并登陆,11913591,11913580,com.ruikekuaipo
洛克人Xover,veer,个人,动作游戏,新版本,1.0,2,2013-05-23 18:40:20,上架,合同签署并登陆,11838736,11838704,jp.co.capcom.android.rockmanxovercn
刺猬索尼克 | Sonic The Hedgehog,veer,个人,动作游戏,新版本,1.0.0,1,2013-05-20 13:35:56,上架,合同签署并登陆,11802356,11802333,com.sega.sonic1
100个任务,iceskysnow,个人,动作游戏,新版本,1.2.7,16,2013-05-17 16:00:01,上架,合同签署并登陆,11802252,11802210,com.mpisoft.spymissions
领域奔跑者,iceskysnow,个人,动作游戏,新版本,1.0.2,5,2013-05-15 17:50:00,上架,合同签署并登陆,11791229,11791204,com.divmob.fieldrunner
魔能：方碑之巫,iceskysnow,个人,动作游戏,新版本,1.2.2,9,2013-05-13 15:10:22,上架,合同签署并登陆,11777228,11777218,com.paradoxplaza.imagicka
疼痛之旅 | This Could Hurt Free,veer,个人,动作游戏,新版本,1.0.6,106,2013-05-13 15:06:23,上架,合同签署并登陆,11777048,11777030,com.chillingo.thiscouldhurtfree.android.row
狂怒的火柴人2 | Anger of Stick 2,veer,个人,动作游戏,新版本,1.1.1,12,2013-05-13 13:00:22,上架,合同签署并登陆,11776652,11776632,com.miniclip.angerofstick2
过山车3D,baobaoxiong,个人,动作游戏,新版本,1.5,15,2013-05-10 15:16:27,上架,合同签署并登陆,11507568,11507527,com.appgames.rollnyfull
猴子拳击  Monkey Boxing,veer,个人,动作游戏,新版本,1.0,1,2013-05-09 19:04:24,上架,合同签署并登陆,11763966,11763930,com.crescentmoongames.monkeyboxing
疯狂斗鼹鼠,genera,企业,动作游戏,新版本,1.0,1,2013-05-09 14:54:26,上架,合同签署信息通过,11761703,11761699,com.bravogamestudios.whackmaniaamazon
枪之荣耀二战版,haolny,个人,动作游戏,新版本,1.5.1,21,2013-05-02 18:36:21,上架,合同签署并登陆,11723106,11723098,com.yodo1.gunsandglory2
海盗宝藏3,17vee,个人,动作游戏,新版本,1.0.1,1000001,2013-04-28 17:12:26,上架,合同签署信息通过,11710134,11710089,air.Treasure3
忍者跑酷,cugtao,个人,动作游戏,升级,1.0,37,2013-04-24 16:34:43,上架,合同签署并登陆,11684774,11262487,superhl.ninjarush.mainactivity
符武宗,1917196534,个人,动作游戏,新版本,2.0,20130124,2013-04-23 14:39:36,上架,合同签署并登陆,11670498,11670487,df.android.at.darkwar.fwz.qpay.qpay
街机球赛,July125,个人,动作游戏,新版本,1.1,4,2013-04-19 20:05:41,上架,合同签署并登陆,11651409,11651349,tw.inaugurated.taumiex
3D飞镖,jiangmei880305,个人,动作游戏,新版本,1.31,31,2013-04-17 11:19:34,上架,合同签署并登陆,11633425,11633421,jp.ren.shade.DGunsSPokooo
DNF:地下城与勇士,PunchBox,企业,动作游戏,新版本,1.0.6,7,2013-04-12 09:44:58,上架,合同签署并登陆,11603792,11603788,com.Nexon.DunfightENGF1
舰艇战斗群,idreamsky,企业,动作游戏,新版本,1.1.4,5,2013-04-03 11:03:15,上架,合同签署并登陆,11555340,11555322,com.BaneGames.BattleGroup.skynet.cm
真.龙之谷,magicbird,企业,动作游戏,新版本,1.0.1,1,2013-04-01 13:17:30,上架,合同签署并登陆,11536938,11536849,jjx.game.main.act.xiaolong
笨鸟先飞,yangyang8671,个人,动作游戏,新版本,1.0,1,2013-03-29 11:31:42,上架,合同签署并登陆,11534764,11534745,com.jnkingdom.birdcanflyerwys
神奇五侠大狂奔,yangyang8671,个人,动作游戏,新版本,2.0,2,2013-03-29 11:31:30,上架,合同签署并登陆,11534705,11534676,com.zouniwys
火柴人滑雪,yangyang8671,个人,动作游戏,新版本,2.0,11,2013-03-22 12:17:21,上架,合同签署并登陆,11488509,11488500,com.djinnworks.StickmanSkiRacer.freewys
口袋英雄,miqiugame,企业,角色策略,升级,1.2,3,2013-08-20 14:26:31,上架,合同签署并登陆,12186656,12145821,cn.miq.pocketheros
蜡笔小新防御,Jamogames,企业,角色策略,新版本,1.1.9,11,2013-08-19 19:18:38,上架,合同签署并登陆,12184141,12184124,com.mrgames.jjanguplusg
超级战争,kongzhonggame,企业,角色策略,新版本,1.10,5,2013-08-19 18:48:39,上架,合同签署并登陆,12183985,12183966,com.noumena.android.TinyFortcn
美味巧克力消消看,fanyigongsi,企业,角色策略,新版本,1.0,1,2013-08-19 09:38:35,上架,合同签署并登陆,12177673,12177660,com.fox.tgllk.sikai
开心彩虹五子连珠,fanyigongsi,企业,角色策略,新版本,1.0,1,2013-08-19 09:38:32,上架,合同签署并登陆,12177685,12177675,com.fox.happyline.sikai
暴揍僵尸,fanyigongsi,企业,角色策略,新版本,1.01.04,4,2013-08-19 09:34:29,上架,合同签署并登陆,12177618,12177609,pandaVSzombie.mopoke.activity
万游助手,lovefirstlove,个人,角色策略,升级,0.8.5,28,2013-08-16 14:20:39,上架,合同签署并登陆,12176882,12062755,parsec.appexpert
莽荒OL,朴红玉,个人,角色策略,新版本,1.2,12,2013-08-16 14:20:29,上架,合同已确认并登陆,12176865,12176711,com.interestphone.android.mh.sm
幻想仙游,guopai,个人,角色策略,新版本,1.12.0615,1120615,2013-08-16 10:18:32,上架,合同签署并登陆,12174377,12174364,com.mnje.xxsyox
史诗塔防2 - 风之魔咒,veer,个人,角色策略,新版本,1.1.2,12,2013-08-15 14:44:42,上架,合同签署并登陆,12172301,12172286,com.dreamstudio.epicdefense2mm
小三国,idreamsky,企业,角色策略,升级,2.1.1,211,2013-08-15 11:52:29,上架,合同签署并登陆,12172486,11751796,com.blessjoy.wargame
神女控（1.7.1 更新）,veer,个人,角色策略,升级,1.7.1,19,2013-08-15 11:12:40,上架,合同签署并登陆,12172361,11649308,com.nubee.valkyriecrusade
夺回罐头HD,wspyxz,个人,角色策略,新版本,1.0,1,2013-08-15 10:52:44,上架,合同签署并登陆,12170399,12170354,com.fox.tougz.sk
萌将传奇,zzcentral,企业,角色策略,升级,2.2,220,2013-08-14 15:44:43,上架,合同签署信息通过,12140547,12108257,com.joygame.loong.meng.cmge
逆流(元宝版),zhucec1wan,个人,角色策略,新版本,1.12.0615,1120615,2013-08-13 18:34:41,上架,合同签署并登陆,12165594,12165551,com.kuyue.zxqitian5
逍遥诀,朴红玉,个人,角色策略,新版本,1.0.51,51,2013-08-12 12:54:15,上架,合同已确认并登陆,12152642,12152433,com.xianjiol.xianji.forZhiDian
城堡争霸中文版,gpworks,个人,角色策略,新版本,1.1.5,1100500,2013-08-10 15:38:22,上架,合同签署并登陆,12154680,12154651,com.igg.castleclash_tw
仙战,朴红玉,个人,角色策略,新版本,0.1.4.567,1000,2013-08-08 16:45:20,上架,合同已确认并登陆,12149126,12149041,air.com.lingyu.zzxlmobile.sijia
口袋英雄,miqiugame,企业,角色策略,新版本,1.1,2,2013-08-07 14:55:13,上架,合同签署并登陆,12145844,12145821,cn.miq.pocketheros
胶囊太空站 | Rymdkapsel,veer,个人,角色策略,新版本,2.0.0,264,2013-08-06 14:39:12,上架,合同签署并登陆,12141395,12141355,com.grapefrukt.games.rymdkapsel1
江湖英雄传,中国移动游戏基地,企业,角色策略,新版本,1.0.0,1,2013-07-31 16:31:28,上架,合同签署并登陆,12122508,12122487,com.ly.a09.main
仙剑Q侠传,miqiugame,企业,角色策略,新版本,2.7.2,27,2013-07-29 14:49:58,上架,合同签署并登陆,12115030,12114991,cn.com.miq.qsuiko
小三国,idreamsky,企业,角色策略,升级,2.1.0,210,2013-07-26 17:51:59,上架,合同签署并登陆,12110856,11751796,com.blessjoy.wargame
蜀山传奇,tencentgame,企业,角色策略,新版本,1.8.12,10812,2013-07-24 16:47:09,上架,合同签署并登陆,12106298,12106280,com.kingnet.ssl
这就是战争,wanmei,企业,角色策略,新版本,1.0.1,2,2013-07-22 11:05:29,上架,合同签署并登陆,12095233,12095173,com.utgame.thisiswar.lenovo
万游助手,lovefirstlove,个人,角色策略,升级,0.8.1,20,2013-07-19 19:07:49,上架,合同签署并登陆,12095143,12062755,parsec.appexpert
纵横天下,zzcentral,企业,角色策略,升级,2.15,20000,2013-07-12 14:59:19,上架,合同签署信息通过,12072122,11527596,com.mango.sanguo15.douwan.cmge
魔能守卫,中国移动游戏基地,企业,角色策略,新版本,1.0,1,2013-07-11 15:55:14,上架,合同签署并登陆,12068185,12068180,cn.touchmagic.game.magicalguard
天诛,wirelessteam51,企业,角色策略,升级,1.0.18,1000018,2013-07-10 12:41:44,上架,合同签署并登陆,12059255,11844588,air.cn.Tianzhu.tz51
天诛OL（无兄弟 不网游）,星达天下,企业,角色策略,升级,1.0.18,1000018,2013-07-08 12:47:32,上架,合同签署并登陆,12042439,11506399,air.xingdatz
霸三国,sailewuxian,企业,角色策略,新版本,11.03.75,110375,2013-07-04 17:00:27,上架,合同签署并登陆,12036546,12036537,com.app.lszb
魔兽三国,zzcentral,企业,角色策略,升级,3.0,9,2013-07-01 18:25:03,上架,合同签署信息通过,12020660,11519286,com.tuomi.longzhan.cmge
小三国,idreamsky,企业,角色策略,升级,2.0.2,202,2013-07-01 10:47:05,上架,合同签署并登陆,12018530,11751796,com.blessjoy.wargame
?明珠三国?,掌上明珠,企业,角色策略,升级,4.4,67,2013-06-28 19:37:09,上架,合同签署并登陆,12012415,10352533,com.pip.CCAAGB06
小三国,idreamsky,企业,角色策略,升级,2.0.1,201,2013-06-27 16:09:04,上架,合同签署并登陆,12008518,11751796,com.blessjoy.wargame
天降奇兵（穿越版）,C1wan,企业,角色策略,新版本,1.12.0615,1120615,2013-06-26 10:14:00,上架,合同签署并登陆,12000836,12000779,com.kuyue.zxqitian
小三国,idreamsky,企业,角色策略,升级,2.0,20,2013-06-25 11:47:58,上架,合同签署并登陆,11997631,11751796,com.blessjoy.wargame
?杀神?,掌上明珠,企业,角色策略,升级,2.1,20,2013-06-21 17:09:17,上架,合同签署并登陆,11984903,11208002,com.pip.android.ss
?杀神?,掌上明珠,企业,角色策略,升级,2.1,20,2013-06-21 17:03:19,上架,合同签署并登陆,11984932,10352554,com.pip.ss
降魔神话（点开就怀孕）,C1wan,企业,角色策略,新版本,0.90,90000,2013-06-18 20:25:45,上架,合同签署并登陆,11968280,11968259,air.com.qlwx.xmsh.cmge.c1wan
小三国,idreamsky,企业,角色策略,升级,1.9,9,2013-06-18 16:27:41,上架,合同签署并登陆,11966787,11751796,com.blessjoy.wargame
帝王.三国经典版,帝王三国OL,企业,角色策略,升级,v1.36.0120,24,2013-06-13 16:00:06,上架,合同签署并登陆,11941476,10968641,com.gamebox.kinglx
纵横天下,zzcentral,企业,角色策略,升级,2.12,19002,2013-06-09 20:55:57,上架,合同签署信息通过,11929937,11527596,com.mango.sanguo15.douwan.cmge
涂鸦嘟嘟鱼,iceskysnow,个人,角色策略,新版本,1.0,1,2013-06-09 16:19:55,上架,合同签署并登陆,11927589,11927565,com.freedomrecyle.doodlefish
魔兽三国,zzcentral,企业,角色策略,升级,2.3.1,8,2013-06-08 22:23:54,上架,合同签署信息通过,11925918,11519286,com.tuomi.longzhan.cmge
牛仔杰德,iceskysnow,个人,角色策略,新版本,1.1.0,70,2013-05-31 17:34:23,上架,合同签署并登陆,11884853,11884757,com.jedgames.cowboyjedgofree
岛屿战争,fanyigongsi,企业,角色策略,新版本,2.0.2,2,2013-05-31 16:34:16,上架,合同签署并登陆,11883975,11883920,com.ppy.daoyuzhanzheng
轩辕剑,掌上明珠,企业,角色策略,升级,3.1,36,2013-05-30 16:56:02,上架,合同签署并登陆,11879396,10549197,shaft.CCCCACCY
喵星人大战汉化版,veer,个人,角色策略,新版本,1.4.2,13,2013-05-27 14:41:12,上架,合同签署并登陆,11855843,11855815,jp.co.ponos.battlecats
乐高星球大战之尤达传,veer,个人,角色策略,新版本,1.0,3,2013-05-27 11:01:07,上架,合同签署并登陆,11855866,11855852,com.lego.starwars.theyodachronicles
龙战三国,zzcentral,企业,角色策略,升级,2.3,7,2013-05-24 12:14:20,上架,合同签署信息通过,11843351,11519286,com.tuomi.longzhan.cmge
?明珠三国?,掌上明珠,企业,角色策略,升级,4.3.2,66,2013-05-23 19:40:30,上架,合同签署并登陆,11839434,10352533,com.pip.CCAAGB06
侠缘风云,lakoo_diguo,企业,角色策略,升级,4.0.2,39,2013-05-23 18:46:23,上架,合同签署并登陆,11838881,11800448,com.lakoo.xyfy
超级战舰,iceskysnow,个人,角色策略,新版本,1.0.6,7,2013-05-23 11:31:16,上架,合同签署并登陆,11836016,11836002,com.byril.battleship
明朝时代2,4399shouyou,企业,角色策略,升级,2.0.0.0,2000,2013-05-16 14:45:50,上架,合同签署并登陆,11795478,11476726,com.aiyou.mczxn
巴比伦兄弟(IOS移植汉化),iceskysnow,个人,角色策略,新版本,1.4.8,18,2013-05-14 16:23:39,上架,合同签署并登陆,11783642,11783593,com.cosmos.babyloniantwins
?杀神-新资料片,掌上明珠,企业,角色策略,升级,2.0,19,2013-05-10 17:30:22,上架,合同签署并登陆,11768640,11208002,com.pip.android.ss
狂斩三国,深圳掌中酷柚,企业,角色策略,新版本,1.0.0,0,2013-05-10 15:16:25,上架,合同签署并登陆,11535765,11535746,com.koogame.SangoSlayer
英雄守卫2（史上最强塔防游戏）,iceskysnow,个人,角色策略,新版本,1.0.6,7,2013-05-09 10:40:21,上架,合同签署并登陆,11762970,11762946,com.paladin.defencehero2
坚守阵地(汉化版),iceskysnow,个人,角色策略,新版本,1.15-无限生命版,16,2013-05-09 10:18:21,上架,合同签署并登陆,11762882,11762874,com.subatomicstudios
毁灭：瓦多尼亚救世主(汉化),iceskysnow,个人,角色策略,新版本,1.1.0,110,2013-05-02 16:38:21,上架,合同签署并登陆,11727365,11727315,com.minoraxis.googlemarket.exitiumandroid
超级英雄 | Supreme Heroes,veer,个人,角色策略,新版本,1.0.0,1000000,2013-05-02 12:58:27,上架,合同签署并登陆,11725831,11725817,air.com.ea.superherocity_row
石器时代OL,有米传媒,企业,角色策略,升级,2.4.5,245,2013-04-28 17:26:22,上架,合同签署并登陆,11712355,11572336,com.gamebean.stoneageol.hd
明朝这些年,4399shouyou,企业,角色策略,升级,1.1.0.1,1101,2013-04-28 09:58:21,上架,合同签署并登陆,11709190,11476726,com.aiyou.mczxn
千城破,人人游戏,企业,角色策略,升级,1.0.4,4,2013-04-23 15:27:27,上架,合同签署并登陆,11670307,11535707,air.com.renren.igames.mjcq855006245
三国志之风云天下,zzcentral,企业,角色策略,升级,2.1,19000,2013-04-23 13:45:27,上架,合同签署信息通过,11670799,11527596,com.mango.sanguo15.douwan.cmge
杀神,掌上明珠,企业,角色策略,升级,1.8,17,2013-04-19 18:47:24,上架,合同签署并登陆,11537387,11208002,com.pip.android.ss
2020：我的国家 | 2020: My Country,veer,个人,角色策略,新版本,1.00.7039,7039,2013-04-19 17:41:32,上架,合同签署并登陆,11649637,11649619,com.gameinsight.mycountry2020
乱世天下（HD）,人人游戏,企业,角色策略,新版本,1.70.036,170036,2013-04-17 12:17:38,上架,合同签署并登陆,11633739,11633661,com.renren.and10102
枪之荣耀二战版 Guns'n'Glory WW2,应用汇,企业,角色策略,新版本,1.3.0,8,2013-04-12 15:05:39,上架,合同签署并登陆,11608165,11608138,com.hg.gunsandglory2free
细胞星球 Cell Planet,veer,个人,角色策略,新版本,1.00,2001,2013-04-12 13:57:16,上架,合同签署并登陆,11607617,11607591,cellplanet.apk
明朝这些年,4399shouyou,企业,角色策略,升级,1.1.0.0,1100,2013-04-11 12:05:04,上架,合同签署并登陆,11600864,11476726,com.aiyou.mczxn
石器时代OL,有米传媒,企业,角色策略,新版本,2.4.4,244,2013-04-08 12:34:13,上架,合同签署并登陆,11572625,11572336,com.gamebean.stoneageol.hd
猛将无双,QUYEAH,企业,角色策略,新版本,1.0,1,2013-04-08 11:10:14,上架,合同签署并登陆,11574289,11574163,com.koramgame.play.mengjiangchs
拯救花园 | Garden Rescue,veer,个人,角色策略,新版本,1.0.20,20,2013-04-03 18:54:13,上架,合同签署并登陆,11560514,11560503,com.bigfishgames.gardenrescuegooglefull
龙战三国OL,zzcentral,企业,角色策略,新版本,1.8,5,2013-03-27 13:54:35,上架,合同签署信息通过,11519326,11519286,com.tuomi.longzhan.cmge
银河创世录,kongzhonggame,企业,角色策略,升级,1.05,8,2013-03-22 14:15:20,上架,合同签署并登陆,11489114,10529341,com.noumena.android.galaxy2cn
明朝这些年,4399shouyou,企业,角色策略,升级,1.0.9.1,1091,2013-03-22 14:01:43,上架,合同签署并登陆,11488675,11476726,com.aiyou.mczxn
QQ欢乐麻将,腾讯无线合作开发部,企业,棋牌游戏,新版本,1.0.0,10022,2013-08-20 10:02:30,上架,合同签署并登陆,12182453,12182429,com.qqgame.happymj
就要赚钱,lishu11223344,个人,棋牌游戏,升级,1.3,4,2013-08-18 16:36:32,上架,合同签署并登陆,12180417,12163777,com.lishugame.du
填大坑（掌联）,xm_zhanglian,企业,棋牌游戏,升级,1.4.4,10404,2013-08-16 14:00:36,上架,合同签署并登陆,12176180,11778217,com.sz.games.tiandakeng
血战麻将,世纪阳天,企业,棋牌游戏,新版本,1.1.0.0,16842752,2013-08-09 17:54:03,上架,合同签署并登陆,12145116,12145045,yb_game.BloodyBattleMahjong
酒吧扑克,orangegame.cn,企业,棋牌游戏,升级,2.02,12,2013-08-09 09:50:09,上架,合同签署并登陆,12149131,12041939,com.orangegame.poker
斗地主赢话费欢乐版,中国移动游戏基地,企业,棋牌游戏,新版本,3.10,310,2013-08-07 16:49:19,上架,合同签署并登陆,12145883,12145872,com.dshine.mtFightLand
QQ欢乐升级,tencentgame,企业,棋牌游戏,新版本,1.0.0,10000,2013-08-06 18:53:15,上架,合同签署并登陆,12142629,12142623,com.tencent.qqgame.qqhlupwvga
血听麻将,世纪阳天,企业,棋牌游戏,新版本,1.1.0.0,16842752,2013-08-06 18:15:17,上架,合同签署并登陆,12137798,12137662,yb_game.YBMJ
大众斗地主,世纪阳天,企业,棋牌游戏,新版本,1.2.0.0,16908288,2013-08-06 12:40:52,上架,合同签署并登陆,12127914,12127767,yb_game.DZDouDiZhu
神来麻将,深圳悦游网络,企业,棋牌游戏,升级,2.1.0,63,2013-08-05 17:42:57,上架,合同签署并登陆,12137563,12104017,com.g.slmahjong.china
神来麻将,深圳悦游网络,企业,棋牌游戏,新版本,2.0.0,62,2013-07-24 11:15:25,上架,合同签署并登陆,12104024,12104017,com.g.slmahjong.china
跑得快（掌联）,xm_zhanglian,企业,棋牌游戏,升级,1.4.5,10405,2013-07-19 18:01:32,上架,合同签署并登陆,12094095,10956584,com.sz.games.paodekuai
摇你妹,orangegame.cn,企业,棋牌游戏,升级,1.07,7,2013-07-19 16:23:26,上架,合同签署并登陆,12094692,11907126,com.orangegame.dice
开心老虎机豪华版,wspyxz,个人,棋牌游戏,新版本,1.0,1,2013-07-19 15:19:42,上架,合同签署并登陆,12093762,12093686,com.easicube.slotmachine.deluxe.cn
摇你妹,orangegame.cn,企业,棋牌游戏,升级,1.05,5,2013-07-15 13:00:46,上架,合同签署并登陆,12072832,11907126,com.orangegame.dice
麻将探险之旅,colinhebe,企业,棋牌游戏,升级,1.5.0,100,2013-07-09 18:25:13,上架,合同签署并登陆,12058711,11801107,com.lvjiaxi.mj.ld
麻将探险之旅HD,colinhebe,企业,棋牌游戏,升级,1.5.0,100,2013-07-09 16:07:13,上架,合同签署并登陆,12058696,11201020,com.lvjiaxi.mj
空当接龙,iceskysnow,个人,棋牌游戏,新版本,4.4.0,404000,2013-06-27 17:01:09,上架,合同签署并登陆,12007682,12007672,com.odesys.freecell.ads
紫金岛三打哈,紫金岛,个人,棋牌游戏,升级,1.4,6,2013-06-24 19:04:15,上架,合同签署并登陆,11995323,11916875,game.com.zjdsdh
跑得快（掌联）,xm_zhanglian,企业,棋牌游戏,升级,1.4.4,10404,2013-06-24 14:41:27,上架,合同签署并登陆,11984577,10956584,com.sz.games.paodekuai
紫金岛三打哈,紫金岛,个人,棋牌游戏,升级,1.3,5,2013-06-10 15:49:54,上架,合同签署并登陆,11932527,11916875,game.com.zjdsdh
填大坑（掌联）,xm_zhanglian,企业,棋牌游戏,升级,1.4.2,10402,2013-06-09 16:20:37,上架,合同签署并登陆,11927413,11778217,com.sz.games.tiandakeng
跑得快（掌联）,xm_zhanglian,企业,棋牌游戏,升级,1.4.3,10403,2013-06-09 16:20:31,上架,合同签署并登陆,11927425,10956584,com.sz.games.paodekuai
真人斗地主（金豆天天送）,jhtl,企业,棋牌游戏,升级,3.4.19,3419,2013-06-07 16:03:56,上架,合同签署并登陆,11920041,11778719,com.mas.wawagame.jjlord3TH
指尖三国,人人游戏,企业,棋牌游戏,升级,2.0.3,2000003,2013-06-07 11:57:52,上架,合同签署并登陆,11918799,11745276,air.com.game.sg3android
扑克九九,bettermanvip,个人,棋牌游戏,新版本,1.0.4,10004,2013-06-06 10:11:58,上架,合同签署并登陆,11912055,11912043,com.puke99
麻将探险之旅HD,colinhebe,企业,棋牌游戏,升级,1.4.18,90,2013-06-03 17:32:06,上架,合同签署并登陆,11897982,11201020,com.lvjiaxi.mj
麻将探险之旅,colinhebe,企业,棋牌游戏,升级,1.4.18,90,2013-06-03 17:32:02,上架,合同签署并登陆,11897992,11801107,com.lvjiaxi.mj.ld
sandaha,紫金岛,个人,棋牌游戏,新版本,1.0,1,2013-06-02 07:32:03,上架,合同签署并登陆,11891424,11891419,game.com
贵阳捉鸡麻将,西部棋牌,企业,棋牌游戏,升级,1.12,4,2013-05-23 15:59:16,上架,合同签署并登陆,11835582,11689534,engtst.mgm.mjgy
麻将探险之旅HD,colinhebe,企业,棋牌游戏,升级,1.4.16,88,2013-05-21 09:19:16,上架,合同签署并登陆,11820186,11201020,com.lvjiaxi.mj
紫金岛跑胡子Pad版,紫金岛,个人,棋牌游戏,新版本,1.1,2,2013-05-19 00:27:52,上架,合同签署并登陆,11781878,11781850,com.runbeard_pad
快乐斗地主,zzcentral,企业,棋牌游戏,升级,1.3.1,5,2013-05-16 17:27:50,上架,合同签署信息通过,11796534,11651145,com.coolplay.ddz.cmge
真人斗地主（金豆天天送）,jhtl,企业,棋牌游戏,新版本,3.4.15,3415,2013-05-14 11:07:40,上架,合同签署并登陆,11778983,11778719,com.mas.wawagame.jjlord3TH
填大坑（掌联）,xm_zhanglian,企业,棋牌游戏,新版本,1.4.1,10401,2013-05-13 17:31:39,上架,合同签署并登陆,11778240,11778217,com.sz.games.tiandakeng
泸州鬼麻将,西部棋牌,企业,棋牌游戏,升级,1.12,4,2013-05-07 14:56:23,上架,合同签署并登陆,11743232,11689472,engtst.mgm.mjlz
指尖三国(新),人人游戏,企业,棋牌游戏,新版本,2.0.2,2000002,2013-05-06 18:14:31,上架,合同签署并登陆,11745305,11745276,air.com.game.sg3android
贵阳捉鸡麻将,西部棋牌,企业,棋牌游戏,新版本,1.11,3,2013-04-25 16:50:42,上架,合同签署并登陆,11689563,11689534,engtst.mgm.mjgy
泸州鬼麻将,西部棋牌,企业,棋牌游戏,新版本,1.11,3,2013-04-25 16:50:34,上架,合同签署并登陆,11689533,11689472,engtst.mgm.mjlz
成都定张麻将,西部棋牌,企业,棋牌游戏,升级,1.11,3,2013-04-23 14:19:23,上架,合同签署并登陆,11673976,11561359,engtst.mgm.mjcd
快乐斗地主,zzcentral,企业,棋牌游戏,新版本,1.3.0,4,2013-04-19 20:49:25,上架,合同签署信息通过,11651209,11651145,com.coolplay.ddz.cmge
博雅广东麻将,mopanshidai,企业,棋牌游戏,升级,1.0.1,2,2013-04-10 19:51:14,上架,合同签署并登陆,11596863,11161205,com.boyaa.gdmj
综艺明星象棋,jianghla,个人,棋牌游戏,新版本,1.1.10,11,2013-04-10 16:47:22,上架,合同已确认并登陆,11581581,11581486,com.kikiplay.KikiChineseChess
愤怒的小鸟太空版,veer,个人,射击游戏,升级,1.5.2,1520,2013-08-15 21:46:29,上架,合同签署并登陆,12174539,10019068,com.rovio.angrybirdsspace.ads
方块塔防 | Block Defender,veer,个人,射击游戏,新版本,1.1.2,2,2013-08-06 18:33:14,上架,合同签署并登陆,12142468,12142429,com.lunagames.blockdefender
CS枪神2013,ada,个人,射击游戏,新版本,1.0.0.2,1,2013-07-24 11:11:25,上架,合同签署并登陆,12103391,12103386,com.monster.game23
