应用名称,开发者（企业）名称,开发者类型,应用类型,申请类型,版本名称,版本号,上下架时间,架位状态,合同状态,LCAID,APPID,应用包名
逍遥飞禽走兽,a5925310,个人,棋牌游戏,升级,1.1.3,1001003,2013-11-14 14:22:52,上架,合同签署并登陆,12553378,12377036,air.com.A51516.xyanimal
湖南跑得快,w11007,企业,棋牌游戏,升级,1.01.020,101020,2013-11-13 18:08:03,上架,合同签署并登陆,12550290,12304831,com.zen.hnpdk.p365you
斗地主赢话费欢乐版,中国移动游戏基地,企业,棋牌游戏,升级,V4.5.08,4508,2013-11-12 20:46:03,上架,合同签署并登陆,12539698,12145872,com.dshine.mtFightLand
QQ欢乐升级,tencentgame,企业,棋牌游戏,升级,1.1.0,11000,2013-11-08 14:02:02,上架,合同签署并登陆,12516996,12142623,com.tencent.qqgame.qqhlupwvga
血战麻将,bigpinwheel,个人,棋牌游戏,升级,1.95,95,2013-11-06 15:27:35,上架,合同签署并登陆,12505802,12454102,com.bigpinwheel.game.majiang
斗地主赢话费欢乐版,中国移动游戏基地,企业,棋牌游戏,升级,4.5.05,4505,2013-11-05 18:42:43,上架,合同签署并登陆,12499336,12145872,com.dshine.mtFightLand
豪华蜘蛛纸牌,saichao,个人,棋牌游戏,新版本,2.5,25,2013-11-05 15:53:33,上架,合同签署并登陆,12491525,12491521,com.aeeemobillle.Spider
QQ欢乐麻将,腾讯无线合作开发部,企业,棋牌游戏,升级,1.0.1,10109,2013-11-04 13:49:33,上架,合同签署并登陆,12491956,12182429,com.qqgame.happymj
真人斗地主（全新改版）,jhtl,企业,棋牌游戏,升级,3.4.27,3427,2013-11-04 12:07:36,上架,合同签署并登陆,12491379,11778719,com.mas.wawagame.jjlord3TH
单机斗地主,索蓝工作室,企业,棋牌游戏,升级,5.1.1,107,2013-10-31 19:09:33,上架,合同签署并登陆,12476278,12302110,com.og.lenovoddz
斗地主赢话费欢乐版,中国移动游戏基地,企业,棋牌游戏,升级,4.5.02,4502,2013-10-30 21:45:33,上架,合同签署并登陆,12472376,12145872,com.dshine.mtFightLand
天天爱玩锄大地,w11007,企业,棋牌游戏,新版本,1.00.020,100020,2013-10-29 23:28:52,上架,合同签署并登陆,12466288,12466277,com.zengame.cdd.p365you
盟乐斗地主,leyogame,企业,棋牌游戏,新版本,1.0.1.9,1019,2013-10-29 23:25:23,上架,合同签署并登陆,12466152,12466130,com.zm.ddz
真人斗地主（全新改版）,jhtl,企业,棋牌游戏,升级,3.4.24,3424,2013-10-28 12:26:21,上架,合同签署并登陆,12462179,11778719,com.mas.wawagame.jjlord3TH
血战麻将,bigpinwheel,个人,棋牌游戏,新版本,1.93,93,2013-10-27 11:46:21,上架,合同签署并登陆,12454156,12454102,com.bigpinwheel.game.majiang
湖南跑得快,w11007,企业,棋牌游戏,升级,1.00.032,100032,2013-10-22 18:42:21,上架,合同签署并登陆,12428405,12304831,com.zen.hnpdk.p365you
摇你妹,orangegame.cn,企业,棋牌游戏,升级,2.02,12,2013-10-18 12:20:31,上架,合同签署并登陆,12383669,11907126,com.orangegame.dice
超级斗地主,xinmooger,企业,棋牌游戏,新版本,1.0,1,2013-10-18 11:26:21,上架,合同签署并登陆,12339253,12339135,com.baicool.doudizhu
棋乐血战麻将,世纪阳天,企业,棋牌游戏,新版本,1.3.1.0,16974080,2013-10-17 14:16:21,上架,合同签署并登陆,12311283,12311199,yb_game.BloodyBattleMahjongTV
逍遥飞禽走兽,a5925310,个人,棋牌游戏,新版本,1.1.2,1001002,2013-10-17 12:48:22,上架,合同签署并登陆,12377076,12377036,air.com.A51516.xyanimal
四人麻将,wolfbig,个人,棋牌游戏,升级,6.89,89,2013-10-16 18:32:28,上架,合同签署并登陆,12372775,12189094,game.androng.andmj
赌神斗地主,zzcentral,企业,棋牌游戏,升级,1.3.6.1,10,2013-10-12 16:42:56,上架,合同签署信息通过,12346267,11651145,com.coolplay.ddz.cmge
快乐斗地主,zzcentral,企业,棋牌游戏,升级,1.3.6.1,10,2013-10-12 16:42:43,上架,合同签署信息通过,12346300,12213740,com.coolplay.dsddz.cmge
棋乐大众斗地主,世纪阳天,企业,棋牌游戏,升级,1.4.2.0,17039872,2013-10-10 18:00:21,上架,合同签署并登陆,12324035,12310544,yb_game.DZDouDiZhuTV
传奇纸牌：失去的卡片,aa64797099,个人,棋牌游戏,新版本,1.0,1,2013-10-10 08:02:16,上架,合同签署并登陆,12324481,12324424,sggs.los
波波斗地主,xl523056,企业,棋牌游戏,新版本,4.0.01,4001,2013-10-01 09:56:16,上架,合同签署并登陆,12314997,12314996,com.xianwei9.mtFightLand
棋乐黄金矿工,世纪阳天,企业,棋牌游戏,新版本,1.1.0.0,16842752,2013-09-30 20:28:24,上架,合同签署并登陆,12310536,12310502,yb_game.RockManTV
棋乐大众斗地主,世纪阳天,企业,棋牌游戏,新版本,1.4.1.0,17039616,2013-09-30 20:27:38,上架,合同签署并登陆,12310748,12310544,yb_game.DZDouDiZhuTV
填大坑（掌联）,xm_zhanglian,企业,棋牌游戏,升级,1.5.0,10500,2013-09-30 15:19:38,上架,合同签署并登陆,12313771,11778217,com.sz.games.tiandakeng
丫丫双人麻将,doujiao,企业,棋牌游戏,新版本,1.0,1,2013-09-30 13:12:07,上架,合同签署并登陆,12313179,12313168,com.doujiao.majiang
湖南跑得快,w11007,企业,棋牌游戏,新版本,1.00.030,100030,2013-09-30 09:23:42,上架,合同签署并登陆,12304835,12304831,com.zen.hnpdk.p365you
Excel杀,mafengwoo,个人,棋牌游戏,升级,M3.10.01,79,2013-09-29 17:43:41,上架,合同签署并登陆,12310651,12177734,excel.sgs
逍遥水果机,a5925310,个人,棋牌游戏,升级,1.2.0,1002000,2013-09-27 14:53:35,上架,合同签署并登陆,12305226,11820255,air.com.xiaoyao.fruit
江南斗地主,xl523056,企业,棋牌游戏,升级,4.0.02,4002,2013-09-27 10:09:33,上架,合同签署并登陆,12303579,12292176,com.zhaowei2.mtFightLand
娱乐斗地主,xl523056,企业,棋牌游戏,升级,4.0.02,4002,2013-09-26 17:25:34,上架,合同签署并登陆,12303736,12293680,com.zhaowei1.mtFightLand
土豪赚话费,xl523056,企业,棋牌游戏,升级,4.0.02,4002,2013-09-26 17:25:32,上架,合同签署并登陆,12303729,12293681,com.zhaowei3.mtFightLand
单机斗地主,索蓝工作室,企业,棋牌游戏,新版本,5.1.0,106,2013-09-26 10:51:36,上架,合同签署并登陆,12302154,12302110,com.og.lenovoddz
达人斗地主,fcplay,企业,棋牌游戏,新版本,4.0.01,4001,2013-09-24 18:10:56,上架,合同签署并登陆,12298820,12298805,com.dshine.mtFightLand.bxkh
波波斗地主,wxf_118,企业,棋牌游戏,新版本,4.0.01,4001,2013-09-23 19:34:39,上架,合同签署并登陆,12294929,12294907,com.dshine.mtFightLand.wxf
斗地主赚话费,xl523056,企业,棋牌游戏,新版本,4.0.01,4001,2013-09-23 14:00:38,上架,合同签署并登陆,12293690,12293681,com.zhaowei3.mtFightLand
斗地主抢话费,xl523056,企业,棋牌游戏,新版本,3.12,312,2013-09-23 14:00:34,上架,合同签署并登陆,12293689,12293680,com.zhaowei1.mtFightLand
赚话费斗地主,xl523056,企业,棋牌游戏,新版本,4.0.01,4001,2013-09-22 17:24:40,上架,合同签署并登陆,12292214,12292176,com.zhaowei2.mtFightLand
斗地主赢话费官方版,中国移动游戏基地,企业,棋牌游戏,升级,4.0.01,4001,2013-09-22 16:34:31,上架,合同签署并登陆,12292591,12145872,com.dshine.mtFightLand
跑得快（掌联）,xm_zhanglian,企业,棋牌游戏,升级,1.5.0,10500,2013-09-22 12:20:49,上架,合同签署并登陆,12281467,10956584,com.sz.games.paodekuai
水果机单机斗地主,xuanku,企业,棋牌游戏,新版本,1.1.2,4,2013-09-18 17:56:36,上架,合同签署并登陆,12279929,12279885,com.shuiguoji_doudizhu.cn
填大坑（掌联）,xm_zhanglian,企业,棋牌游戏,升级,1.4.5,10405,2013-09-17 15:00:42,上架,合同签署并登陆,12275507,11778217,com.sz.games.tiandakeng
摇你妹,orangegame.cn,企业,棋牌游戏,升级,2.01,11,2013-09-17 11:04:36,上架,合同签署并登陆,12275082,11907126,com.orangegame.dice
斗地主赢话费欢乐版,中国移动游戏基地,企业,棋牌游戏,升级,4.31,431,2013-09-17 01:02:34,上架,合同签署并登陆,12274226,12145872,com.dshine.mtFightLand
斗地主赢话费欢乐版,中国移动游戏基地,企业,棋牌游戏,升级,3.30,330,2013-09-10 17:07:54,上架,合同签署并登陆,12256384,12145872,com.dshine.mtFightLand
畅玩二人麻将,youchang,企业,棋牌游戏,新版本,1.0.0,1000000,2013-09-10 10:14:11,上架,合同签署并登陆,12243519,12243503,air.com.youchang.tv.ermj
畅玩斗地主,youchang,企业,棋牌游戏,新版本,1.0.0,1000000,2013-09-10 10:13:49,上架,合同签署并登陆,12243500,12243480,air.com.youchang.tv.doudizhu
畅玩快乐三张,youchang,企业,棋牌游戏,新版本,1.0.0,1000000,2013-09-09 21:56:00,上架,合同签署并登陆,12243629,12243551,air.com.youchang.tv.zhajinhua
畅玩掼蛋,youchang,企业,棋牌游戏,新版本,1.0.0,1000000,2013-09-09 21:55:56,上架,合同签署并登陆,12243655,12243632,air.com.youchang.tv.guandan
畅玩二人跑得快,youchang,企业,棋牌游戏,新版本,1.0.0,1000000,2013-09-09 21:55:54,上架,合同签署并登陆,12243550,12243520,air.com.youchang.tv.guanpai
KK斗地主,fanyigongsi,企业,棋牌游戏,新版本,1.1.2,7,2013-09-09 15:51:56,上架,合同签署并登陆,12244104,12244088,com.kk.landlord
畅玩德州扑克,youchang,企业,棋牌游戏,新版本,1.0.0,1000000,2013-09-09 12:20:40,上架,合同签署并登陆,12243219,12243199,air.com.youchang.tv.dezhou
摇你妹,orangegame.cn,企业,棋牌游戏,升级,1.08,8,2013-09-06 17:41:44,上架,合同签署并登陆,12244791,11907126,com.orangegame.dice
畅玩跑得快,youchang,企业,棋牌游戏,新版本,1.0.0,1000000,2013-09-05 20:38:47,上架,合同签署并登陆,12142146,12142131,air.com.youchang.tv.paodekuai
真人斗地主（金豆天天送）,jhtl,企业,棋牌游戏,升级,3.4.21,3421,2013-09-04 22:12:43,上架,合同签署并登陆,12235579,11778719,com.mas.wawagame.jjlord3TH
有乐德州扑克,dragons,企业,棋牌游戏,新版本,1.0,1,2013-09-04 18:03:02,上架,合同签署并登陆,12229718,12229710,com.youjoy.com
快乐斗地主,zzcentral,企业,棋牌游戏,升级,1.3.4,8,2013-09-03 17:53:06,上架,合同签署信息通过,12229594,12213740,com.coolplay.dsddz.cmge
跑得快（掌联）,xm_zhanglian,企业,棋牌游戏,升级,1.4.6,10406,2013-08-30 18:02:33,上架,合同签署并登陆,12218077,10956584,com.sz.games.paodekuai
SL Mahjong,深圳悦游网络,企业,棋牌游戏,升级,2.2.0,64,2013-08-30 12:46:46,上架,合同签署并登陆,12215675,12104017,com.g.slmahjong.china
快乐斗地主,zzcentral,企业,棋牌游戏,新版本,1.3.3,7,2013-08-29 17:46:50,上架,合同签署信息通过,12213755,12213740,com.coolplay.dsddz.cmge
酷蛙斗地主,cooee,企业,棋牌游戏,新版本,3.4.19,3419,2013-08-29 14:20:33,上架,合同签署并登陆,12214169,12214145,com.mas.wawagame.Kuwajjlord
魔卡幻想,muhenet,个人,棋牌游戏,新版本,1.3.1,1003001,2013-08-26 18:05:13,上架,合同签署并登陆,12177074,12176709,air.com.ifree.cardCHS.TV
新挖坑,陕西互亿通讯,企业,棋牌游戏,新版本,1.0,1,2013-08-23 21:15:43,上架,合同签署并登陆,11200154,11200097,com.hy.wakeng.normal
德州扑克,世纪阳天,企业,棋牌游戏,新版本,1.2.0.1,16908289,2013-08-21 19:08:18,上架,合同签署并登陆,12187297,12187235,yb_game.TexasHoldem
逆袭海贼王,aotongpgcir,个人,射击游戏,升级,1.4.4,8,2014-02-11 14:51:21,上架,合同签署并登陆,13696451,13018353,com.mafia.onepiecedefence
暴击僵尸：横扫日寇,中国移动游戏基地,企业,射击游戏,新版本,1.30,31,2014-01-27 15:04:16,上架,合同签署并登陆,13531510,13531443,com.feelingtouch.gnz.qihujd
穿越火线CS,xiaomeng,个人,射击游戏,升级,1.5,6,2014-01-26 16:17:13,上架,合同签署并登陆,13514530,12851747,com.yang.game.criossfire
射杀僵尸,maria205,个人,射击游戏,升级,3.02,10212,2014-01-22 17:18:35,上架,合同签署并登陆,13481142,12563842,com.zombieshooter.maria
火线指令:诺曼底,sorce,个人,射击游戏,新版本,2.0.1,201,2013-11-27 18:38:22,上架,合同签署并登陆,12615046,12614922,com.gul.flcnpet
罪恶都市-横扫僵尸,wspyxz,个人,射击游戏,新版本,1.1,2,2013-11-23 09:47:56,上架,合同签署并登陆,12586588,12586567,yc.shoot.appsky
TankON - Modern Defender,jakyczx,个人,射击游戏,新版本,1.0.22,22,2013-11-21 15:46:02,上架,合同签署并登陆,12575051,12575046,com.intco.baseDefesder
火线指令,中国移动游戏基地,企业,射击游戏,新版本,3.1.5,315,2013-11-21 15:31:52,上架,合同签署并登陆,12579756,12579592,com.glu.modwarsniper_91
飞机射手,a15510396352,个人,射击游戏,升级,2.0,2,2013-11-19 12:31:07,上架,合同签署并登陆,12567713,12231375,org.cocos2dx.planestriker
飞机假日,a13146105172,个人,射击游戏,升级,2.0,2,2013-11-19 12:31:05,上架,合同签署并登陆,12567702,12231481,org.cocos2dx.Holidayplane
疯狂跳跳球,wysdxj,个人,射击游戏,升级,1.0.33,34,2013-11-15 08:36:52,上架,合同签署并登陆,12555257,12201770,com.android.guc.tiaotiaoqiu
小鸟的愤怒,wudibin0088,个人,射击游戏,新版本,1.0.0,10000,2013-11-14 17:48:52,上架,合同签署并登陆,12553573,12553568,com.herocraft.game.birdsonwireok
坦克英雄,yjj4716075,个人,射击游戏,新版本,1.7.3,47,2013-11-13 12:56:17,上架,合同签署并登陆,12459615,12459577,tanke.com
Fire of Battle,maoxf,个人,射击游戏,新版本,1.0,1,2013-11-12 17:12:03,上架,合同签署并登陆,12536717,12536636,vcm.sohastudio.FireOfBattle
大炮直升机,3g60,个人,射击游戏,升级,1.10,5,2013-11-08 12:08:02,上架,合同签署并登陆,12516330,12320801,com.tophotapp.heliinvasion
僵尸与飞弹,goldlogsh,个人,射击游戏,新版本,1.0,1,2013-11-07 16:06:03,上架,合同签署并登陆,12510828,12510794,com.zombieshooter.activity
史上最刺激的游戏,littleKulu,个人,射击游戏,新版本,1.0,1,2013-11-05 17:59:46,上架,合同签署并登陆,12497276,12497236,com.littleKulu.sharkDefense
飞镖比赛,mkob,个人,射击游戏,升级,2.0.1,4,2013-10-28 09:58:23,上架,合同签署并登陆,12461686,10822905,com.landa.dart
战争之王HD,中国移动游戏基地,企业,射击游戏,新版本,1.0,1,2013-10-25 18:44:21,上架,合同签署并登陆,12449652,12449411,com.feelingtouch.gunblood.jd
二战坦克-金属咆哮,深圳掌中酷柚,企业,射击游戏,新版本,1.0.2,3,2013-10-25 16:26:23,上架,合同签署并登陆,12447946,12447805,com.koogame.wartank
反恐特警：火拼街头,haolny,个人,射击游戏,新版本,1.0.0,1,2013-10-25 10:40:35,上架,合同签署并登陆,12439486,12439368,com.xuanku.FanKongShenQiangShou
疯狂跳跳球,wysdxj,个人,射击游戏,升级,1.0.22,23,2013-10-22 22:28:22,上架,合同签署并登陆,12430610,12201770,com.android.guc.tiaotiaoqiu
打飞机,orangegame.cn,企业,射击游戏,升级,1.5,6,2013-10-16 12:18:45,上架,合同签署并登陆,12371308,12020963,com.chengzi.pacific
1945太平洋空战,orangegame.cn,企业,射击游戏,升级,1.4,5,2013-10-15 19:50:43,上架,合同签署并登陆,12368520,12020963,com.chengzi.pacific
坦克-现代防卫,isnopass,个人,射击游戏,新版本,1.0.1,2,2013-10-15 07:42:43,上架,合同签署并登陆,12366209,12366201,com.cn.android.gavin.tankmoderndefender
僵尸生存,veer,个人,射击游戏,新版本,1.0,1,2013-10-11 17:40:47,上架,合同签署并登陆,12339932,12339896,com.playjowee.zombhot
原雷电：零小时 | Proto Thunder：Zero Hour,veer,个人,射击游戏,新版本,1.0,5,2013-09-30 09:59:42,上架,合同签署并登陆,12311539,12311515,artica.protothunderzerohour
星际X战警,fanyigongsi,企业,射击游戏,新版本,1.1,1,2013-09-30 09:23:35,上架,合同签署并登陆,12306075,12306069,com.ly.a13.skwl
疯狂炸弹堂-百战天宠,haolny,个人,射击游戏,新版本,1.0.1,2,2013-09-26 18:33:44,上架,合同签署并登陆,12302072,12302040,com.dobetter.client
小森林战役(中秋版),xishinet,企业,射击游戏,新版本,1.1.0,1,2013-09-18 13:46:35,上架,合同签署并登陆,12276880,12276852,com.xishi.forestwarmidaf
逃离西游,人人游戏,企业,射击游戏,新版本,2.4.0,24,2013-09-17 19:18:30,上架,合同签署并登陆,12277187,12277175,com.shuiyun.escape
科幻塔防,isnopass,个人,射击游戏,新版本,0.0.1,1,2013-09-04 18:52:59,上架,合同签署并登陆,12235093,12235081,com.cn.android.gavin.sciencefictiondefense
飞机射手,a15510396352,个人,射击游戏,新版本,1.0,1,2013-09-04 12:54:43,上架,合同签署并登陆,12231392,12231375,org.cocos2dx.planestriker
飞机假日,a13146105172,个人,射击游戏,新版本,1.0,1,2013-09-04 12:00:49,上架,合同签署并登陆,12231495,12231481,org.cocos2dx.Holidayplane
射箭达人,人人游戏,企业,射击游戏,新版本,1.0.0,1,2013-08-30 11:26:57,上架,合同签署并登陆,12215386,12215362,cn.tenone.archery2RR
僵尸世界大战,sailewuxian,企业,射击游戏,新版本,1.0,12,2013-08-27 17:20:05,上架,合同签署并登陆,12204278,12204273,com.qt.j612.a78
飞天流氓狗,2214234080,个人,射击游戏,新版本,1.0,12,2013-08-27 07:25:46,上架,合同签署并登陆,10784451,10784447,fi.bugbyte.daredogsnwell
天天飞车快艇,vvpeter,个人,体感游戏,升级,1.08,108,2014-01-28 19:20:11,上架,合同签署并登陆,13549106,13022579,com.vevctorunit.greenh
杂技摩托,vvpeter,个人,体感游戏,升级,11.34.419.87,113441987,2014-01-28 16:10:16,上架,合同签署并登陆,13547616,11341940,com.camelgames.mxmotjxmt
七星传说2,中国移动游戏基地,企业,体感游戏,新版本,1.0.2,10002,2014-01-27 15:46:14,上架,合同签署并登陆,13532035,13531974,com.idealdimension.sevenstars2
疯狂午夜狂飙,gaoww123,个人,体育竞技,升级,10.4,23,2014-02-11 14:23:19,上架,合同签署并登陆,13696266,12366543,com.pgamayund.crazxracingfree
3D极速狂飙 漂移都市,lenovomm,个人,体育竞技,新版本,1.9.7,17,2014-01-27 17:04:14,上架,合同签署并登陆,13532750,13532731,com.touchtao.urbanchaser
黑猫跑跑,lenovomm,个人,体育竞技,新版本,1.1.1,1,2014-01-27 09:51:15,上架,合同签署并登陆,13516805,13516732,com.gamedo.vmm
极限摩托完美版,sonzon,个人,体育竞技,升级,3.66,366,2014-01-25 16:37:19,上架,合同签署并登陆,13508077,11343575,com.camelgames.mxmotjxmth
怪兽卡车HD,zonsak,个人,体育竞技,升级,10.120.10,1012010,2014-01-25 14:19:18,上架,合同签署并登陆,13507658,12480074,air.timuzsolutions.monsterridehdpro
摩托惊险越野,xiaomeng,个人,体育竞技,升级,1.30,20121038,2014-01-23 11:46:38,上架,合同签署并登陆,13498947,12243543,com.motox.game.ultimatemotocrross
布什保卫战,a1723341718,个人,体育竞技,新版本,1.2,3,2014-01-21 10:50:36,上架,合同签署并登陆,13461407,13461349,com.foreverloveperfume.bushshootoutk
极地保龄！,xiaomeng,个人,体育竞技,升级,1.2.7,8,2013-11-25 11:09:54,上架,合同签署并登陆,12596645,12371012,com.wildtangett.polarrbowler
乌托邦跑酷,jaycn18,个人,体育竞技,新版本,1.3,4,2013-11-25 10:40:00,上架,合同签署并登陆,12592555,12592418,com.nobluffin.srudgerpdf
北极逃亡,yangxiaodong,个人,体育竞技,新版本,1.0,1,2013-11-22 21:44:04,上架,合同签署并登陆,12585717,12585702,com.teyon.pingwinys
自由滑雪,gaoww123,个人,体育竞技,新版本,1.1.4,14,2013-11-22 20:57:55,上架,合同签署并登陆,12583977,12583967,com.tractiongamesgww.sticksnowfree
3D桌球,gaoww123,个人,体育竞技,升级,1.0.7,8,2013-11-22 09:51:52,上架,合同签署并登陆,12583884,12251890,com.eivazpagames.RealPool3D
特技卡车HD,saichao,个人,体育竞技,新版本,1.5,15,2013-11-15 18:40:52,上架,合同签署并登陆,12556579,12556567,air.tiimuzsolutionns.monsterridehd
云霄飞车,tank09998,个人,体育竞技,新版本,1.4,14,2013-11-12 16:26:02,上架,合同签署并登陆,12536420,12536390,com.digitalchocolate.rollnyfullxz
天天跑酷,gaow0125,个人,体育竞技,新版本,1.1,1,2013-11-12 11:46:02,上架,合同签署并登陆,12534823,12534799,org.game.LineLunner
极限摩托完美版,sonzon,个人,体育竞技,升级,3.55,355,2013-11-09 18:00:02,上架,合同签署并登陆,12522817,11343575,com.camelgames.mxmotjxmth
城市摩托,xiaomeng,个人,体育竞技,新版本,1.27,20121130,2013-11-08 16:50:03,上架,合同签署并登陆,12515993,12515985,com.motox.game.ciitymotox
摩托达人:,3g60,个人,体育竞技,升级,1.35,7,2013-11-07 12:00:03,上架,合同签署并登陆,12510507,11617158,com.tophotapp.motorace
巅峰摩托越野,saichao,个人,体育竞技,新版本,1.5,25,2013-11-01 17:09:35,上架,合同签署并登陆,12479305,12479289,com.motox.game.ulltimatemotocrossss
怪兽赛车,sorce,个人,体育竞技,新版本,1.2,3,2013-11-01 15:57:38,上架,合同签署并登陆,12478658,12478637,com.zenterain.cargame
3D终极狂飙3,xiaoao,企业,体育竞技,升级,1.1.1,12,2013-11-01 12:11:36,上架,合同签署并登陆,12477874,12148924,com.sxiaoao.car3d3
NFS,veer,个人,体育竞技,升级,1.0.50,1050,2013-11-01 11:57:33,上架,合同签署并登陆,12477817,10719884,com.ea.games.nfs13_na
赛车大战僵尸,达趣科技,企业,体育竞技,升级,2.0,5,2013-10-29 16:00:00,上架,合同签署并登陆,12467423,11972601,zy.g20130619174140
休闲高尔夫,tenone,企业,体育竞技,升级,1.2.8,14,2013-10-28 11:36:24,上架,合同签署并登陆,12461976,11151170,cn.tenone.golf
3D终极狂飙3,xiaoao,企业,体育竞技,升级,1.1.0,11,2013-10-21 10:20:21,上架,合同签署并登陆,12418744,12148924,com.sxiaoao.car3d3
真实3D停车 | Real Parking 3D,veer,个人,体育竞技,升级,2.3,175,2013-10-16 18:26:20,上架,合同签署并登陆,12373016,11667753,com.clius.realparking3d
真实赛车3,veer,个人,体育竞技,升级,1.3.5,1305,2013-10-11 22:40:49,上架,合同签署并登陆,12341864,11460372,com.ea.games.r3_row
极品飞车：最高通缉NFS Most Wanted,veer,个人,体育竞技,升级,1.0.47,1047,2013-10-11 22:38:58,上架,合同签署并登陆,12341968,10719884,com.ea.games.nfs13_na
月球狂飙,veer,个人,体育竞技,新版本,1.6,16,2013-09-29 13:59:32,上架,合同签署并登陆,12309814,12309811,com.noodlecake.racer
星球飞车,hkustfrank,个人,体育竞技,新版本,1.0,1,2013-09-28 10:10:34,上架,合同签署并登陆,12306724,12306717,com.moon.racing
3D终极狂飙3,xiaoao,企业,体育竞技,升级,1.0.9,10,2013-09-26 20:57:31,上架,合同签署并登陆,12304284,12148924,com.sxiaoao.car3d3
3D终极狂飙3,xiaoao,企业,体育竞技,升级,1.0.8,9,2013-09-25 16:01:57,上架,合同签署并登陆,12301725,12148924,com.sxiaoao.car3d3
台球随手练,fcplay,企业,体育竞技,新版本,1.0,1,2013-09-19 17:18:48,上架,合同签署并登陆,12285143,12285095,com.fcplay.bill
激流快艇2,gpworks,个人,体育竞技,升级,1.0.3,5,2013-09-13 07:24:30,上架,合同签署并登陆,12264492,12104462,com.vectorunit.red
激流快艇2,gpworks,个人,体育竞技,升级,1.0.2,4,2013-09-12 05:24:30,上架,合同签署并登陆,12261964,12104462,com.vectorunit.red
3D终极狂飙3,xiaoao,企业,体育竞技,升级,1.0.7,8,2013-09-11 11:31:51,上架,合同签署并登陆,12259796,12148924,com.sxiaoao.car3d3
赛马,fanyigongsi,企业,体育竞技,新版本,1.00,1,2013-09-09 15:52:12,上架,合同签署并登陆,12244085,12244064,com.smmaopao
3D终极狂飙3,xiaoao,企业,体育竞技,升级,1.0.6,7,2013-09-04 12:36:43,上架,合同签署并登陆,12233974,12148924,com.sxiaoao.car3d3
愤怒的小怪兽,goldlogsh,个人,体育竞技,新版本,1.0,1,2013-09-04 11:53:08,上架,合同签署并登陆,12231308,12231287,com.angrymonster.dash
Highway Rider,veer,个人,体育竞技,升级,1.4.5,1100145,2013-09-02 18:10:42,上架,合同签署并登陆,12225878,11325480,com.batteryacid.highwayrider
TurboFly,iceskysnow,个人,体育竞技,升级,2.11,34,2013-09-02 17:10:34,上架,合同签署并登陆,12225663,11762830,net.osaris.turbofly
点球达人 | Perfect Kick,veer,个人,体育竞技,升级,1.0.6,7,2013-08-30 22:30:33,上架,合同签署并登陆,12218612,11746231,com.gamegou.PerfectKick.google
吉米灌篮,2214234080,个人,体育竞技,新版本,1.0.0,6553602,2013-08-27 07:29:42,上架,合同签署并登陆,10784500,10784497,mominis.Generic_Android.Jimmy_Slam_Dunknaone
Happy Truck Explorer,3g60,个人,体育竞技,新版本,1.10,2,2013-08-25 11:59:40,上架,合同签署并登陆,12198537,12198529,com.tophotapp.happytruckex
乒乓球争霸赛,人人游戏,企业,体育竞技,新版本,1.0.0,1,2013-08-23 16:31:39,上架,合同签署并登陆,12177061,12177051,cn.tenone.ttl.RR
皇家赛马机,orangegame.cn,企业,体育竞技,新版本,1.01,1,2013-08-21 13:56:24,上架,合同签署并登陆,12189004,12188984,com.orange.racehorsemachine
暴走无双:尼玛来了,LFG000,个人,养成游戏,升级,1.2,2014012101,2014-02-05 16:28:11,上架,合同签署并登陆,13634581,13014942,com.zctech.android.bzws.qh
吃鱼游戏,lovesoi,个人,养成游戏,升级,1.42,142,2014-01-25 17:17:16,上架,合同签署并登陆,13508195,11181759,com.gamevisa8.fishz
牙齿卫士,369258147,个人,养成游戏,新版本,1.0.57,1000057,2014-01-20 18:54:38,上架,合同签署并登陆,13457311,13457276,air.com.A2min2x.toothsaversloonvsse
野生王国,bettermanvip,个人,养成游戏,新版本,1.05.6+g,1105061,2013-11-22 21:19:56,上架,合同签署并登陆,12586221,12586205,com.yswg
土豪闯江湖,celery0922,企业,养成游戏,升级,2.7,27,2013-10-28 11:22:22,上架,合同签署并登陆,12461951,11993443,com.wx.wan5g4
石器时代OL,有米传媒,企业,养成游戏,升级,2.9.1,291,2013-10-24 12:47:20,上架,合同签署并登陆,12438333,11572336,com.gamebean.stoneageol.hd
僵尸大战忍者,中国移动游戏基地,企业,养成游戏,升级,1.1,2,2013-10-23 14:47:40,上架,合同签署并登陆,12434638,12068140,com.gamedo.SavingGeneralYang
2020：我的国家,veer,个人,养成游戏,升级,3.00.9157,9157,2013-10-11 18:42:43,上架,合同签署并登陆,12339814,11649619,com.gameinsight.mycountry2020
口袋战争,kongzhonggame,企业,养成游戏,升级,1.51,15,2013-09-29 16:49:40,上架,合同签署并登陆,12310358,11891283,com.noumena.android.m1
王国霸主,veer,个人,养成游戏,新版本,1.5.1,1511,2013-09-22 13:26:36,上架,合同签署并登陆,12292116,12292110,com.gameloft.android.ANMP.GloftDKHM
口袋战争,kongzhonggame,企业,养成游戏,升级,1.15,12,2013-08-22 10:08:25,上架,合同签署并登陆,12190384,11891283,com.noumena.android.m1
口袋战争,kongzhonggame,企业,养成游戏,升级,1.13,11,2013-08-20 18:46:17,上架,合同签署并登陆,12187726,11891283,com.noumena.android.m1
