应用名称,开发者（企业）名称,开发者类型,应用类型,申请类型,版本名称,版本号,上下架时间,架位状态,合同状态,LCAID,APPID,应用包名
BasketStar,jin-wei,企业,射击游戏,新版本,1.0.6,6,2012-10-16 10:19:20,上架,合同签署并登陆,10625358,10625352,marusoft.Basket
牛仔与忍者大战外星人,veer,个人,射击游戏,新版本,1.01,3,2012-10-10 13:55:23,上架,合同签署并登陆,10590480,10590460,com.deadmushroom.gpn.cowboy
致命伤害,minicliphr,个人,射击游戏,新版本,2.0,200,2012-10-10 10:51:13,上架,合同签署并登陆,10583024,10582997,com.minicliphr.mayhem
弹壳：地狱佳丽,veer,个人,射击游戏,新版本,1.0.0,100,2012-09-06 11:24:27,上架,合同签署并登陆,10478455,10478448,com.glu.bombshells
CF Defense,jianghla,个人,射击游戏,新版本,1.0,1,2012-08-21 17:39:09,上架,合同已确认并登陆,10413785,10413744,com.of3d.cfs
玩具守卫者HD,z8806c,个人,体感游戏,升级,1.00.03,20121230,2013-01-10 22:48:36,上架,合同签署并登陆,11062855,11029362,manastone.game.herotd_google
乌兹冲锋枪,xcsiexchange,个人,体感游戏,新版本,1.0,1,2013-01-01 14:46:38,上架,合同签署并登陆,11016219,11016206,com.gama.uzigun
爆米花,xcsiexchange,个人,体感游戏,新版本,1.0,1,2012-12-03 16:52:04,上架,合同签署并登陆,10876751,10876745,com.game.popcorn
拳击之王,jianghla,个人,体感游戏,新版本,1.4,6,2012-11-07 15:47:52,上架,合同已确认并登陆,10753162,10753148,com.aibelive.kingofboxing
AIWI水上摩托艇,jianghla,个人,体感游戏,新版本,1.4,1,2012-11-07 15:44:23,上架,合同已确认并登陆,10753141,10753106,com.Aibelive.JetSki
3D疯狂平衡球,jianghla,个人,体感游戏,新版本,1.1,1,2012-11-07 15:40:20,上架,合同已确认并登陆,10753103,10753031,com.Aibelive.CrazyBall
AIWI,jianghla,个人,体感游戏,升级,0.3.0330.1,40,2012-11-07 15:20:10,上架,合同已确认并登陆,10753010,10022451,com.aibelive.aiwi
打兔子,zsdmt,企业,体感游戏,新版本,1.0.0,1000000,2012-11-06 21:14:23,上架,合同签署并登陆,10749910,10749903,air.xiaobaitu
热血100米,jianghla,个人,体感游戏,新版本,1.01,1,2012-09-20 18:39:06,上架,合同已确认并登陆,10545348,10545252,com.app.xjiajiaOlympicSSeries
可爱弓箭手,jianghla,个人,体感游戏,新版本,1.8,2,2012-09-20 17:29:09,上架,合同已确认并登陆,10545108,10545089,com.Aibelive.CuteArchers
AIWI(S系列专版),jianghla,个人,体感游戏,新版本,0.3.0831.1,48,2012-09-20 17:23:15,上架,合同已确认并登陆,10545088,10545011,com.aibelive.aiwis
轻松网球,jianghla,个人,体感游戏,新版本,1.01,1,2012-09-20 15:46:57,上架,合同已确认并登陆,10544820,10544810,com.app.xjiajiaTennisSSeries
轻松羽毛球,jianghla,个人,体感游戏,新版本,1.01,1,2012-09-20 15:38:43,上架,合同已确认并登陆,10544807,10544793,com.app.xjiajiaBadmintonSSeries
眼保健操,jianghla,个人,体感游戏,新版本,1.01,1,2012-09-20 15:24:07,上架,合同已确认并登陆,10544792,10544765,com.app.xjiajiaEyeGymSSeries
保龄球,jianghla,个人,体感游戏,新版本,1.01,1,2012-09-20 15:13:43,上架,合同已确认并登陆,10544764,10544731,com.app.xjiajiaBowlingSSeries
死亡战车 | Earn to Die,veer,个人,体育竞技,新版本,1.0.5,1000005,2013-03-20 17:29:26,上架,合同签署并登陆,11476539,11476517,com.notdoppler.earntodie
FIFA足球经理,veer,个人,体育竞技,升级,1.0.9,7,2013-03-18 19:35:25,上架,合同签署并登陆,11461399,11337515,html5.game.wrapper
摩托车表演赛专业版,gpworks,个人,体育竞技,新版本,2.2.0,2013031516,2013-03-17 13:38:55,上架,合同签署并登陆,11450249,11450221,com.topfreegames.bikeraceproworld
吉米灌篮 | Jimmy Slam Dunk,veer,个人,体育竞技,新版本,1.0.6,6554202,2013-03-01 15:28:17,上架,合同签署并登陆,11343017,11343001,mominis.Generic_Android.Jimmy_Slam_Dunk
极限摩托,szdenny,个人,体育竞技,新版本,10.7.13,1276127,2013-03-01 10:34:15,上架,合同签署并登陆,11340742,11340672,com.greenworld.jixianmotos
滑翔火柴人,playlgamepk,个人,体育竞技,新版本,3.0.5,305,2013-02-28 23:02:16,上架,合同签署并登陆,11338028,11337944,com.cjyouxi.WingsuitStickman.lite
高速骑士 | Highway Rider,veer,个人,体育竞技,新版本,1.4.3,1100143,2013-02-27 10:36:08,上架,合同签署并登陆,11325493,11325480,com.batteryacid.highwayrider
Virtual Table Tennis 3D,小天1,个人,体育竞技,新版本,2.7.3,26,2013-02-25 12:04:09,上架,合同签署并登陆,11313968,11313892,com.appgames.vtt3d
休闲篮球,hkfrankhk,个人,体育竞技,新版本,1.0,1,2013-02-25 11:04:09,上架,合同签署并登陆,11313614,11313573,com.street.basketallgame
超级越野车 Top Truck,mangic,个人,体育竞技,新版本,3.3,3003,2013-02-24 16:44:23,上架,合同签署并登陆,11310109,11310081,com.ranmenkang.toptruckfree
重磅越野车 Top Truck,mangic,个人,体育竞技,新版本,3.3,3003,2013-02-24 16:16:23,上架,合同签署并登陆,11310078,11310055,com.ranmenk.toptruckfree
特技摩托【加速版】,addgames,个人,体育竞技,新版本,6.0,600,2013-02-20 23:59:44,上架,合同签署并登陆,11287272,11287262,com.androidgame.stickstuntbikerlite
特技摩托车,addgames,个人,体育竞技,新版本,6.0,600,2013-02-20 23:54:11,上架,合同签署并登陆,11287214,11287204,com.mobilegame.stickstuntbikerlite
乌托邦跑酷,playlgamepk,个人,体育竞技,新版本,1.0.2,102,2013-02-19 15:31:46,上架,合同签署并登陆,11280952,11280857,com.wuhuacong.Grudger
直线奔跑2,kboy,个人,体育竞技,新版本,3.0.0,3000,2013-02-18 17:23:48,上架,合同签署并登陆,11276156,11276110,com.chensibo.LineRunner2
生死时速,fddg345,个人,体育竞技,新版本,2.0.13,2013,2013-02-18 11:54:09,上架,合同签署并登陆,11274316,11274261,com.polarbit.rthunder2plaay
姜饼大逃亡【官方正式版】,kboy,个人,体育竞技,新版本,1.3,4,2013-02-17 22:53:59,上架,合同签署并登陆,11271705,11271680,jp.co.wanxiaoyon.gingerz.androids.fulls
特技摩托车 | Stick Stunt Biker,veer,个人,体育竞技,升级,5.1,18,2013-02-17 11:41:50,上架,合同签署并登陆,11270236,10103804,com.djinnworks.stickstuntbikerlite
重力疯狂赛车 | Gravity Racing Madness,veer,个人,体育竞技,升级,nuts,9,2013-01-16 15:45:46,上架,合同签署并登陆,11100688,10960342,de.wendytech.grm
3D尖峰滑雪,kboy,个人,体育竞技,升级,2.2,202,2013-01-11 03:30:35,上架,合同签署并登陆,11063618,11057692,com.com2us.cjinyouxi.android.common
农场拖拉机：技能竞赛,veer,个人,体育竞技,新版本,1.6,9,2013-01-09 14:38:41,上架,合同签署并登陆,11053997,11053944,com.catmoonproductions.skillscompetition
流动足球 | Fluid Football,veer,个人,体育竞技,新版本,1.5.0,1005000,2013-01-07 14:06:41,上架,合同签署并登陆,11043194,11043172,com.chromativity.fluidfootball
街头特技自行车 | BMX Street Stunt,veer,个人,体育竞技,新版本,1.0,1,2013-01-04 17:00:34,上架,合同签署并登陆,11028292,11028277,com.plus.bmx
大黄蜂竞速,市场提交1,个人,体育竞技,新版本,1.04,104,2012-12-29 14:36:38,上架,合同签署并登陆,11001768,11001735,org.fudog.wf_frees2
极品飞车：最高通缉NFS Most Wanted,veer,个人,体育竞技,升级,1.0.46,1046,2012-12-25 10:25:50,上架,合同签署并登陆,10968199,10719884,com.ea.games.nfs13_na
滑雪挑战赛13 | Ski Challenge 13,veer,个人,体育竞技,新版本,1.1,40546,2012-12-24 15:39:45,上架,合同签署并登陆,10968598,10968586,com.greentube.sc13.paid
超级骑手,a1989108167,个人,体育竞技,新版本,1.30,1111143,2012-12-21 11:42:00,上架,合同签署并登陆,10958023,10958014,com.galapagossoft.kkjsdnfjnfjbjdfbgjdfbgdf
极限骑手,a2530786717,个人,体育竞技,新版本,1.30,1111143,2012-12-21 10:36:03,上架,合同签署并登陆,10957756,10957744,com.galapagossoft.kkasdcjanjhjbsdhvgdf
极限摩托车手,a2530786717,个人,体育竞技,新版本,1.30,1111143,2012-12-20 14:24:01,上架,合同签署并登陆,10954298,10954261,com.galapagossoft.kkknsjdnbhbvhfdvfgb
超级摩托赛车手,he0652,个人,体育竞技,新版本,1.2,3,2012-12-13 15:41:14,上架,合同签署并登陆,10916061,10916040,com.gamayun.superbikersfree1
经典九球大师赛,veer,个人,体育竞技,新版本,1.0,1,2012-11-28 15:14:58,上架,合同签署并登陆,10847485,10847482,billiardsnew.app
国际摩联格伦披治大赛2012,veer,个人,体育竞技,新版本,1.1.2,1922014,2012-11-23 11:39:32,上架,合同签署并登陆,10827820,10827813,com.vividgames.speedwaygp2012
极限摩托3D apla,fewsteve,个人,体育竞技,新版本,1.23,33,2012-11-07 17:35:49,上架,合同签署并登陆,10745719,10745707,com.galapagossoft.trial1
?灌篮高手?,harveemu,个人,体育竞技,新版本,2.75,275,2012-11-01 13:32:15,上架,合同签署并登陆,10723907,10723903,com.androidemu.harveguanlangs
极品飞车：最高通缉 | Need for Speed Most Wanted,veer,个人,体育竞技,新版本,1.0.28,1028,2012-10-31 15:27:22,上架,合同签署并登陆,10719898,10719884,com.ea.games.nfs13_na
滑板派对 | Mike V: Skateboard Party HD,veer,个人,体育竞技,新版本,1.2.1,7,2012-10-26 15:55:35,上架,合同签署并登陆,10689644,10689633,com.ratrodstudio.mikevskateparty
疯狂漂移2 | Drift Mania Championship 2,veer,个人,体育竞技,新版本,1.0,3,2012-10-25 10:07:34,上架,合同签署并登陆,10681894,10681893,com.ratrodstudio.driftmania2
狂野飙车6-火线追击,jianghla,个人,体育竞技,升级,1.0.1,101,2012-10-18 14:29:58,上架,合同已确认并登陆,10643156,10544512,com.gameloft.android.DOCOMO.GloftA6DOs52
Blood and Glory,jianghla,个人,体育竞技,新版本,1.0.5,105,2012-10-10 11:23:29,上架,合同已确认并登陆,10590092,10590049,com.glu.gladiator_premium
狂野飙车6-火线追击,jianghla,个人,体育竞技,新版本,1.0.0,100,2012-09-20 14:04:36,上架,合同已确认并登陆,10544542,10544512,com.gameloft.android.DOCOMO.GloftA6DOs52
死亡拉力赛 Death Rally,应用汇,企业,体育竞技,升级,1.1.4,6,2012-09-19 22:38:13,上架,合同签署并登陆,10541982,124754,com.remedy.DeathRallyFREE
Basketball,ncfrank88,个人,体育竞技,升级,1.9,10,2012-09-03 15:46:22,上架,合同签署并登陆,10464364,10049703,com.basket.basket
小鸟的愤怒官方版,shenyangbin,个人,体育竞技,新版本,1.0.0,10000,2012-08-30 16:34:11,上架,合同签署并登陆,10455015,10454993,com.herocraft.game.birdsonwireoz
跑酷,dongxin001,企业,体育竞技,升级,2.0.8,22,2012-08-23 10:18:37,上架,合同签署并登陆,10417228,10112237,com.blyts.parkourlite.activitieschen
疯狂原始人,baiyinglongg,个人,养成游戏,新版本,1.0.1,1010,2013-03-10 11:33:58,上架,合同签署并登陆,11403465,11403460,com.rovio.croods
智力酷跑,szdenny,个人,养成游戏,新版本,1.0,1,2013-02-28 06:14:09,上架,合同签署并登陆,11331388,11331371,org.greenworld.traintilesgles.three
悠嘻猴宠物岛,u1u1,企业,养成游戏,新版本,1.10,4,2013-02-04 18:09:51,上架,合同签署并登陆,11214164,11214082,com.NPlus3D.YociArcherTV
悠嘻猴宠物岛,u1u1,企业,养成游戏,升级,1.10,4,2013-01-15 10:15:42,上架,合同签署并登陆,11091643,10883832,com.NPlus3D.YociArcher
贪婪的卡卡龙,icemanyandy,个人,养成游戏,新版本,2.1,13,2013-01-11 10:12:39,上架,合同签署并登陆,11064020,11064015,com.softboy.runnershigh
小龙飞吧,zzt104,个人,养成游戏,新版本,2.1,22,2013-01-06 12:13:37,上架,合同签署并登陆,11037062,11037054,com.mklife.fly1
捏蚂蚁,ncfrank88,个人,养成游戏,新版本,1.0,1,2012-12-24 17:25:50,上架,合同签署并登陆,10969122,10969114,com.game.antgame
大嘴贪吃鳄鱼,qwe202,个人,养成游戏,新版本,1.1.3,10,2012-11-22 15:21:36,上架,合同签署并登陆,10824103,10824085,com.ezjoynetwork.crocorunnerplus
疯狂农场,feixiang20,个人,养成游戏,新版本,1.0.0,10000,2012-11-16 09:54:38,上架,合同签署并登陆,10798789,10798784,com.herocraft.game.farmfrenzy.freemium
推箱子 3D,he0652,个人,养成游戏,新版本,1.00,1,2012-11-14 12:11:18,上架,合同签署并登陆,10787880,10787878,net.kivano.sokobangarden
名胜建造师之泰坦尼克 Monument Builders: Titanic,veer,个人,养成游戏,新版本,1.0,1,2012-11-02 14:30:29,上架,合同签署并登陆,10727649,10727625,com.littleworlds.MonumentBuildersTitanic
爱心大挑战,920,个人,养成游戏,新版本,1.0,1,2012-10-10 13:49:30,上架,合同签署并登陆,10590472,10590467,li.aixindatiaozhan
水果一刀切,920,个人,养成游戏,新版本,1.0,1,2012-10-10 13:39:13,上架,合同签署并登陆,10590446,10590443,li.shuiguoyidaoqie
旋转方块,lyzhuzh,个人,养成游戏,新版本,1.8,18,2012-09-21 19:51:06,上架,合同签署并登陆,10549923,10549920,com.chinmike.bloxorz
钻石连连看,韩大发,个人,养成游戏,新版本,1.2,3,2012-08-22 23:22:25,上架,合同签署并登陆,10424587,10424574,cn.seven.llk
火车指挥员2,upup,个人,益智休闲,新版本,1.5.1,13,2013-03-19 11:39:28,上架,合同签署并登陆,11467996,11467987,com.thevoxelagents.TrainConductor2wys
扫雷经典版,finegrid,个人,益智休闲,升级,1.6.3,163011,2013-03-17 21:13:03,上架,合同签署并登陆,11453975,10387698,com.kejia.mine
愤怒的小鸟里约大冒险官方版 Angry Birds Rio,rovio,个人,益智休闲,升级,1.6.1,1610,2013-03-15 21:52:52,上架,合同已确认并登陆,11442891,10015604,com.rovio.angrybirdsrio
愤怒的小鸟里约大冒险官方版 Angry Birds Rio,rovio,个人,益智休闲,升级,1.6.0,1600,2013-03-12 17:28:34,上架,合同已确认并登陆,11418172,10015604,com.rovio.angrybirdsrio
攻城英雄,idreamsky,企业,益智休闲,新版本,1.0.2,3,2013-03-12 17:24:36,上架,合同签署并登陆,11417463,11417451,com.miniclip.siegeheroskynet
灵异房间,b2375379829,个人,益智休闲,新版本,1.0.3,1424,2013-03-08 13:46:50,上架,合同签署并登陆,11395129,11395110,com.mpisoft.kkkdasfjn002934df
超级大卡车,minicliphr,个人,益智休闲,新版本,3.0,3000,2013-03-07 17:46:31,上架,合同签署并登陆,11374402,11374333,com.minicliphr.toptruck_ch
愤怒的女朋友 | Angry Girlfriend,veer,个人,益智休闲,新版本,2.9,20,2013-03-07 12:02:39,上架,合同签署并登陆,11386513,11386504,com.ihate.myboyfriend
桌球高手,a1851936223,个人,益智休闲,升级,23.12.0,7941352,2013-03-06 22:56:27,上架,合同签署并登陆,11379523,11280106,com.kb.kkoowehjjkhkjkdds32k
疯狂锤击,kboy,个人,益智休闲,新版本,1.0.2,102,2013-03-06 21:21:53,上架,合同签署并登陆,11373963,11373862,com.ranmenkg.whackmania
疯狂锤击,kboy,个人,益智休闲,新版本,1.0.2,102,2013-03-05 23:18:41,上架,合同签署并登陆,11373840,11373732,com.wangxiaoyong.whackmania
连连看,1666944742,个人,益智休闲,升级,1.0.3,103,2013-03-04 17:43:39,上架,合同签署并登陆,11354366,11092084,com.tmstudio.tmlink91
奥尔顿塔过山车 | The Smiler,dizimagic,个人,益智休闲,新版本,1.02,4,2013-03-04 11:50:20,上架,合同签署并登陆,11359629,11359600,com.altontowers.thesmiler
天狼蜘蛛,a2530786717,个人,益智休闲,升级,1.0.1,13658,2013-03-04 11:50:18,上架,合同签署并登陆,11359647,11274065,com.katzapps.kkdfsdjfngjdfngfhfg2392kkko
疯狂锤击 | Whack Mania,lijuyigg,个人,益智休闲,新版本,1.0,1,2013-03-04 11:00:12,上架,合同签署并登陆,11359312,11359297,com.bravogamestudios.whackmania
室内寻宝,playlgamepk,个人,益智休闲,新版本,1.0.5,105,2013-03-04 02:08:17,上架,合同签署并登陆,11356850,11356740,com.cjyouxi.Findobjects
空中爱国者,mobilegame,个人,益智休闲,新版本,1.0,127,2013-02-27 16:58:20,上架,合同签署并登陆,11321062,11321012,com.southwindsgames.miniac
模拟骰子Dice,veer,个人,益智休闲,新版本,3.0,5,2013-02-27 10:56:17,上架,合同签署并登陆,11325681,11325678,com.teazel
滑翔火柴人,mobilegame,个人,益智休闲,新版本,3.0,888,2013-02-27 05:08:13,上架,合同签署并登陆,11324782,11324775,com.minicliphr.WingsuitStickman.lite
兔子射手,buzhidao,个人,益智休闲,新版本,1.2,3,2013-02-26 16:06:25,上架,合同签署并登陆,11320846,11320840,org.fs.fred.bunnyshoot
室内寻宝,mobilegame,个人,益智休闲,新版本,1.0.0,1000000,2013-02-25 05:24:10,上架,合同签署并登陆,11312218,11312183,com.minicliphr.Findobjects
卡通疯狂赛车,mobilegame,个人,益智休闲,新版本,2.0,200,2013-02-24 11:48:29,上架,合同签署并登陆,11309329,11309315,com.minicliphr.turbosi
战场之狼,mobilegame,个人,益智休闲,新版本,1.1.0,2,2013-02-22 18:08:13,上架,合同签署并登陆,11298516,11298489,com.minicliphram.operationwow
战争之狼,mobilegame,个人,益智休闲,新版本,1.1.0,2,2013-02-22 10:18:42,上架,合同签署并登陆,11295982,11295959,com.minicliphr.operationwow
超级玛丽,optimus,个人,益智休闲,升级,1.0.41,42,2013-02-21 15:38:16,上架,合同签署并登陆,11290625,10027921,com.flyfish.supermario
新黄金矿工,flyfish,个人,益智休闲,升级,1.0.26,27,2013-02-21 15:12:29,上架,合同已确认并登陆,11290639,10447342,com.flyfish.newgoldminer
西瓜反弹 | Melon Bounce,veer,个人,益智休闲,新版本,1.3.1,6,2013-02-21 12:12:25,上架,合同签署并登陆,11289767,11289764,com.hs.android.games.melonbounce
宝宝童谣之DJ,sinyee_android,企业,益智休闲,新版本,3.8,38,2013-02-21 10:36:17,上架,合同签署并登陆,11289223,11289188,com.sinyee.babybus.dj
起源交响曲,zhen8386,个人,益智休闲,新版本,1.0.3g,5,2013-02-20 17:12:02,上架,合同签署并登陆,11285849,11285776,kemco.wws.sooxx
酒吧迷情,imohoo,企业,益智休闲,新版本,1.0,1,2013-02-20 11:02:18,上架,合同签署信息通过,11281082,11281065,com.imohoo.bar
矢量跑酷 | Vector,veer,个人,益智休闲,新版本,1.0.0,1000002,2013-02-20 10:47:43,上架,合同签署并登陆,11275635,11275599,com.nekki.vector
极品涡轮竞速,mobilegame,个人,益智休闲,新版本,2.0,200,2013-02-20 03:11:44,上架,合同签署并登陆,11282832,11282831,com.minicliphr.turbo
火柴人竞速滑雪,mobilegame,个人,益智休闲,新版本,3.0,300,2013-02-20 02:59:49,上架,合同签署并登陆,11282830,11282821,com.minicliphr.StickmanSkiRacer
喂我石油 | Feed Me Oil,gpworks,个人,益智休闲,新版本,1.0.2,102,2013-02-18 16:07:52,上架,合同签署并登陆,11275784,11275760,com.chillingo.feedmeoilfree.android.aja
乌托邦跑酷,mobilegame,个人,益智休闲,新版本,1.0,1,2013-02-18 10:55:53,上架,合同签署并登陆,11274131,11274111,com.minicliphr.Grudger
扫雷经典版,finegrid,个人,益智休闲,升级,1.6.1,1610,2013-02-17 21:11:49,上架,合同签署并登陆,11271442,10387698,com.kejia.mine
愤怒的小鸟星球大战,veer,个人,益智休闲,升级,1.1.2,1120,2013-02-17 15:47:54,上架,合同签署并登陆,11270856,10843784,com.rovio.angrybirdsstarwars.ads.iap
扫雷经典版,finegrid,个人,益智休闲,升级,1.6.0,1600,2013-02-16 13:02:02,上架,合同签署并登陆,11266602,10387698,com.kejia.mine
直线奔跑 2,mobilegame,个人,益智休闲,新版本,2.0,200,2013-02-12 17:29:46,上架,合同签署并登陆,11256758,11256754,com.minicliphr.LineRunner2
小鸟对对碰,playlgamepk,个人,益智休闲,新版本,1.0.0,10000,2013-02-08 01:37:45,上架,合同签署并登陆,11243205,11243184,com.yourqituan.game.birdsonwireoz
仓鼠攻略,蜂鸟游戏,个人,益智休闲,升级,1.1.1,10101,2013-02-06 17:47:43,上架,合同签署信息通过,11236887,11032195,com.t3.Beset_JJ
内裤收藏家,callmelin,个人,益智休闲,新版本,1.0,1,2013-02-05 11:53:49,上架,合同签署并登陆,11231049,11231033,com.ifree.Pants
童话迷踪,人人游戏,企业,益智休闲,新版本,1.0.2,1000002,2013-02-04 18:23:52,上架,合同签署并登陆,11226725,11226672,air.com.android.games.pnfs
监狱逃亡解密 官网版,veer,个人,益智休闲,新版本,1.0.1,10001,2013-02-01 13:33:54,上架,合同签署并登陆,11208777,11208765,com.herocraft.game.jailrunpuzzle
小东西长久远  Little Things Forever,veer,个人,益智休闲,升级,1.0.2,3,2013-02-01 12:33:58,上架,合同签署并登陆,11208471,10965754,com.klicktock.littlethings2
顶级越野车,minicliphr,个人,益智休闲,新版本,3.0,3000,2013-02-01 05:35:50,上架,合同签署并登陆,11206315,11206277,com.fishman.toptruckfree
太空小鸟,shenyangbin,个人,益智休闲,新版本,1.0.1,1011,2013-01-30 17:36:08,上架,合同签署并登陆,11192722,11192640,com.rovio.angrybirdsspace.premi
磁铁世界,redmanzy,个人,益智休闲,新版本,1.0,1,2013-01-24 09:35:43,上架,合同签署并登陆,11158271,11158262,com.ooworkshop.magnetworld
暗影跑者 | Run In Crowd,veer,个人,益智休闲,新版本,1.1.7b,15,2013-01-23 17:28:27,上架,合同签署并登陆,11153945,11153912,com.ursinepaw.runincrowd
蛋蛋君,APP即时分享,个人,益智休闲,新版本,1.0,1,2013-01-21 16:35:26,上架,合同已确认并登陆,11136861,11136816,cn.maxray.game.libgdx
魔泡精灵,jmxinchao,企业,益智休闲,新版本,1.0,1,2013-01-20 10:04:24,上架,合同签署并登陆,11032600,11032476,com.nf.mpjl
喵星人大战,kboy,个人,益智休闲,新版本,2.0,200,2013-01-19 16:10:10,上架,合同签署并登陆,11124037,11123886,jp.cjyouxi.battlecat
桥梁构造者 | Bridge Constructor,veer,个人,益智休闲,新版本,1.4,104138,2013-01-18 10:58:24,上架,合同签署并登陆,11114261,11114172,com.headupgames.bridgeconstructor
连连看,1666944742,个人,益智休闲,新版本,1.0.1,101,2013-01-15 11:56:25,上架,合同签署并登陆,11092272,11092084,com.tmstudio.tmlink91
AngryGran2,sxh,个人,益智休闲,新版本,1.0.4,6,2013-01-14 18:08:05,上架,合同已确认并登陆,11087462,11087440,com.aceviral.ag2
秘鲁大冒险：火车危机,mobilegame,个人,益智休闲,新版本,2.0,200,2013-01-12 11:30:47,上架,合同签署并登陆,11071048,11071012,com.minicliphr.tadeojones
喵星人大战,mobilegame,个人,益智休闲,新版本,1.0.0,1,2013-01-12 11:24:40,上架,合同签署并登陆,11071010,11070972,jp.minicliphs.battlecat
拯救罗比 | Rescue Roby,veer,个人,益智休闲,新版本,1.2,3,2013-01-11 14:12:41,上架,合同签署并登陆,11065069,11065037,com.missingames.rescueroby
铁人,veer,个人,益智休闲,新版本,1.6,7,2013-01-11 13:20:36,上架,合同签署并登陆,11064910,11064864,com.memoriki.robo
新黄金矿工,flyfish,个人,益智休闲,升级,1.0.22,23,2013-01-10 12:56:39,上架,合同已确认并登陆,11059911,10447342,com.flyfish.newgoldminer
超级玛丽,optimus,个人,益智休闲,升级,1.0.37,38,2013-01-10 12:54:38,上架,合同签署并登陆,11059894,10027921,com.flyfish.supermario
粘粘世界 3,mobilegame,个人,益智休闲,新版本,3.0,300,2013-01-09 21:23:29,上架,合同签署并登陆,11056777,11056721,com.minicliphr.worldofgoofull
玩具守卫者HD,z8806c,个人,益智休闲,升级,1.00.03,20121229,2013-01-09 19:35:27,上架,合同签署并登陆,11056335,11029362,manastone.game.herotd_google
海鸟吃鱼 | Seabirds,veer,个人,益智休闲,新版本,1.1.1,111,2013-01-09 17:38:49,上架,合同签署并登陆,11054020,11053999,com.shamrockgames.seabirds
重力迷宫  Maze!,veer,个人,益智休闲,升级,2.0.4,26,2013-01-09 15:08:39,上架,合同签署并登陆,11054292,10335092,fr.opena.maze
企鹅大冒险 | South Surfers,veer,个人,益智休闲,新版本,1.1.2,1001002,2013-01-09 14:16:40,上架,合同签署并登陆,11053943,11053922,com.moongames.southsurfers110
玩具守卫者HD,z8806c,个人,益智休闲,升级,1.00.03,20121228,2013-01-08 20:20:39,上架,合同签署并登陆,11050610,11029362,manastone.game.herotd_google
愤怒的小鸟：星球大战高清版 | Angry Birds Star Wars HD,veer,个人,益智休闲,升级,1.1.0,1100,2013-01-08 14:18:47,上架,合同签署并登陆,11048594,10843784,com.rovio.angrybirdsstarwars.ads.iap
愤怒的小鸟冬季版 | Angry Birds Seasons,rovio,个人,益智休闲,新版本,3.1.1,3101,2013-01-08 11:13:14,上架,合同已确认并登陆,11047871,11047859,com.rovio.angrybirdsseasons
哇擦 | Waa Cha!,veer,个人,益智休闲,新版本,1.7,3,2013-01-07 13:30:45,上架,合同签署并登陆,11043020,11043002,com.bigbunkerstudio.waachafree
乐高消防员 | City Fire Hose Frenzy,veer,个人,益智休闲,新版本,1.0.0,1000000,2013-01-07 13:18:52,上架,合同签署并登陆,11042976,11042964,air.com.lego.city.firehosefrenzy
捕鱼之星,tommobile,企业,益智休闲,升级,1.54,54,2013-01-05 16:08:58,上架,合同签署并登陆,11032802,10023974,com.mqkk.tom.pkbyzx
扫雷经典版,finegrid,个人,益智休闲,升级,1.5.8,1580,2013-01-03 20:00:36,上架,合同签署并登陆,11024419,10387698,com.kejia.mine
看动物学数字,gaigai258,个人,益智休闲,新版本,1.0,2,2012-12-29 08:40:34,上架,合同签署并登陆,10999363,10999344,com.klap.countonme
太空小鸟,天谷讯信,个人,益智休闲,新版本,1.3.0,1300,2012-12-28 17:40:34,上架,合同签署并登陆,10995873,10995510,com.game.angrybird
超级跑酷猴 | Super Monkey Run,veer,个人,益智休闲,新版本,1.0.3,4,2012-12-28 16:28:38,上架,合同签署并登陆,10995295,10995269,com.geimo.supermonkeyrun
秘鲁大冒险：火车危机,veer,个人,益智休闲,新版本,1.2,3,2012-12-28 16:28:36,上架,合同签署并登陆,10995130,10995087,com.uplayonline.tadeojonespro
险境逃脱 | PITFALL!,veer,个人,益智休闲,新版本,1.2.323.3740,1,2012-12-28 15:28:34,上架,合同签署并登陆,10978569,10978562,com.activision.pitfall
超级玛丽,optimus,个人,益智休闲,升级,1.0.36,37,2012-12-27 13:17:23,上架,合同签署并登陆,10986165,10027921,com.flyfish.supermario
巧克力大战,jnjeying,个人,益智休闲,新版本,1.6,2,2012-12-26 22:42:42,上架,合同签署信息通过,10981346,10981305,game.jbox2d.warofchocolate
缤纷圣诞找不同,vv_1024,个人,益智休闲,新版本,1.02,3,2012-12-25 14:19:45,上架,合同签署并登陆,10973580,10973571,org.vv.find.difference.christmas
扫雷经典版,finegrid,个人,益智休闲,升级,1.5.7,1570,2012-12-23 21:30:04,上架,合同签署并登陆,10965166,10387698,com.kejia.mine
灵异房间,a1989108167,个人,益智休闲,新版本,1.0.3,1117,2012-12-21 11:08:05,上架,合同签署并登陆,10957920,10957908,com.mpisoft.kkkksadcjnfjsdbfjsbfgdf
超级飞天兔,Mistudio,个人,益智休闲,新版本,1.0,1,2012-12-21 09:32:06,上架,合同签署并登陆,10953103,10953092,BOB.GAME.SUPERRABBIT
神魔录,sailewuxian,企业,益智休闲,新版本,2.12.6.1,13,2012-12-20 17:34:51,上架,合同签署并登陆,10955576,10955551,com.sml91
七彩魔石迷阵,a1851936223,个人,益智休闲,新版本,1.0,114,2012-12-20 16:48:02,上架,合同签署并登陆,10955275,10955269,org.cocos2dx.kksjdnfsdjbbhdfdfdb
