应用名称,开发者（企业）名称,开发者类型,应用类型,申请类型,版本名称,版本号,上下架时间,架位状态,合同状态,LCAID,APPID,应用包名
美眉找茬,defoe01,个人,益智休闲,新版本,1.0,1,2012-07-30 10:28:59,上架,合同签署并登陆,10342221,10342207,com.defoe.game4
七月二十六日BG文,ChinaTechReader,个人,益智休闲,新版本,1.0,1,2012-07-27 18:25:00,上架,合同签署并登陆,10334343,10334336,org.geometerplus.zlibrary.weread2012072704
海底泡泡大战,flyfish,个人,益智休闲,升级,1.4.19,24,2012-07-26 13:26:56,上架,合同已确认并登陆,10329919,10020190,com.rao.love.yy.bubblewar
终极找茬,defoe01,个人,益智休闲,新版本,1.0,1,2012-07-25 14:08:58,上架,合同签署并登陆,10326646,10326642,com.defoe.game2
大家来找茬,defoe01,个人,益智休闲,新版本,1.0,1,2012-07-24 15:27:02,上架,合同签署并登陆,10323697,10323679,com.defoe.game1
QQ头像连连看,大风起兮,个人,益智休闲,新版本,1.0.1,2,2012-07-23 22:27:14,上架,合同签署并登陆,10321755,10321736,dafengqixi.llk_clean
悍将传世,www.ggg.cn,企业,益智休闲,新版本,1.0.6.1,1061,2012-07-20 17:15:23,上架,合同签署并登陆,10313895,10313873,com.sdw.legend
海底泡泡大战,flyfish,个人,益智休闲,升级,1.4.18,23,2012-07-19 14:50:43,上架,合同已确认并登陆,10310160,10020190,com.rao.love.yy.bubblewar
桥梁专家,fswd,个人,益智休闲,新版本,1.66,22,2012-07-17 09:57:57,上架,合同已确认并登陆,10269815,10269746,com.gx.ConstructionBridge
奇幻齿轮自己版,sonic8305,个人,益智休闲,新版本,1.0.16,1341952220,2012-07-15 13:40:13,上架,合同签署并登陆,10290855,10290737,com.lazy8studios.cogsgame
海底泡泡大战,flyfish,个人,益智休闲,升级,1.4.17,22,2012-07-12 15:56:51,上架,合同已确认并登陆,10255219,10020190,com.rao.love.yy.bubblewar
JJ斗地主,JJmatch,企业,益智休闲,升级,2.05.11,20511,2012-07-10 15:18:33,上架,合同签署并登陆,10247585,110405,cn.jj
海底泡泡大战,flyfish,个人,益智休闲,升级,1.4.16,21,2012-07-05 14:14:51,上架,合同已确认并登陆,10200939,10020190,com.rao.love.yy.bubblewar
小心有鬼,TracyZhang,个人,益智休闲,新版本,1.0,1,2012-07-04 12:26:29,上架,合同签署并登陆,10196041,10196038,com.zhanglei.Haunted
海底泡泡大战,flyfish,个人,益智休闲,升级,1.4.15,20,2012-06-28 16:03:42,上架,合同已确认并登陆,10174449,10020190,com.rao.love.yy.bubblewar
疯狂的熊猫  CrazyPanda,xxx,个人,益智休闲,新版本,1.0.5,1,2012-06-26 11:10:05,上架,合同已确认并登陆,10166848,10166844,com.aonesoft.game
接鸡蛋AMRv6,gwsot,企业,益智休闲,新版本,18,1,2012-06-21 14:26:58,上架,合同签署并登陆,10163779,10163770,com.gwsoft.chickenshift.cn
蔬菜水果切切切,laixiujian111,个人,益智休闲,新版本,1.0.4,31,2012-05-30 00:56:55,上架,合同签署并登陆,10103390,10103389,ffgames.veggieblade.free
鸟人  Birdman Rally,feelingtouch-1,个人,益智休闲,升级,1.05,6,2012-05-28 09:56:43,上架,合同已确认并登陆,10075152,10030091,com.feelingtouch.FlyMan
哆啦A梦钓鱼2  Doraemon Fishing 2,xxx,个人,益智休闲,升级,1.1.2,7,2012-05-28 09:34:22,上架,合同已确认并登陆,10075374,10044816,com.pttsolutioninc.game.DoraemonFishing2
百万大学堂  Million School,xxx,个人,益智休闲,升级,1.1.2,13,2012-05-28 09:32:43,上架,合同已确认并登陆,10075381,10044867,com.hardworking.millionschool
兔子大冒险,muzhiwan0,个人,益智休闲,升级,1.2.0,8,2012-05-25 09:48:10,上架,合同签署并登陆,10084841,10002596,com.eyelead.bunnymaze
摩艾图腾 MoaiTotem,xxx,个人,益智休闲,升级,1.0.45,43,2012-05-25 09:40:56,上架,合同已确认并登陆,10065000,10015977,com.moaibot.moaitotem
捕食鱼,xxx,个人,益智休闲,升级,1.0.4,7,2012-05-24 10:04:26,上架,合同已确认并登陆,10046309,10029406,com.droidhen.game.fishpredator
果园大丰收啦,laixiujian111,个人,益智休闲,新版本,1.0,1,2012-05-24 09:36:10,上架,合同签署并登陆,10075583,10075582,org.guoyuan
布卡高清版  Buka HD,xxx,个人,益智休闲,升级,3.0.3,23003,2012-05-16 12:17:40,上架,合同已确认并登陆,10045634,10030048,net.hexage.buka.hd
捕鱼之星,tommobile,企业,益智休闲,升级,1.28,28,2012-05-15 15:40:45,上架,合同签署并登陆,10041130,10023974,com.mqkk.tom.pkbyzx
别惹小鸡,Kuro,企业,益智休闲,新版本,2.4,24,2012-05-10 16:10:53,上架,合同签署并登陆,10034472,10034462,com.mir.soundwavtd.tv
光学解锁  Sampo Lock,xxx,个人,益智休闲,新版本,1.0,4,2012-05-08 13:39:22,上架,合同已确认并登陆,10040623,10040619,sampolock.gen
Angry Birds,rovio,个人,益智休闲,升级,2.1.1,2110,2012-05-04 14:50:52,上架,合同已确认并登陆,10038777,10015597,com.rovio.angrybirds
山楂树之恋大找茬,jmff2000,个人,益智休闲,新版本,1.0,1,2012-05-04 10:02:21,上架,合同签署并登陆,10031577,10031576,net.ff.findit_szszl
椰子沙滩,baoge,个人,益智休闲,升级,1.1,2,2012-05-03 15:28:55,上架,合同签署并登陆,10035096,10030877,com.coco.sunwater
魔法猎人,xiaxiaoyu,个人,益智休闲,升级,1.0.5,6,2012-04-29 15:44:51,上架,合同签署并登陆,10029514,10021241,com.gamefang.devilhunter
超级猴子球2樱花版 Super Monkey Ball 2: Sakura Ed,xxx,个人,益智休闲,升级,1.1,2,2012-04-26 14:26:23,上架,合同已确认并登陆,10030469,10015212,com.ooi.android.smb2
Bunny Maze 3D,jianghla,个人,益智休闲,新版本,1.1.1,7,2012-04-23 11:34:10,上架,合同已确认并登陆,10032410,10231983,com.eyelead.bunnymazetv
愤怒的小鸟之里约大冒险 Angry Birds Rio,rovio,个人,益智休闲,升级,1.4.4,1440,2012-04-09 16:33:59,上架,合同已确认并登陆,10023460,10015604,com.rovio.angrybirdsrio
小刺猬托尔 Thor The Hedgehog,xxx,个人,益智休闲,新版本,1.0.1,68,2012-04-02 18:12:19,上架,合同已确认并登陆,10018497,10018487,com.glovik.thor
宝石迷阵2,jianghla,个人,益智休闲,新版本,1.0 lenovo.android.zh_CN ,1,2012-03-31 18:19:33,上架,合同已确认并登陆,10022092,10022089,com.trans.bejeweled2
幻幻球,jianghla,个人,益智休闲,新版本,1.0 lenovo.android.zh_CN ,1,2012-03-31 17:43:50,上架,合同已确认并登陆,10022068,10022040,com.trans.peggle
斯诺克训练营,bjqlcw,企业,益智休闲,新版本,1.3.1,1003001,2012-03-31 16:25:21,上架,合同签署信息通过,10020330,10020328,air.cn.iduoduo.cuesports
我的世界  Minecraft Pro Full,xxx,个人,益智休闲,新版本,3.1,8,2012-03-31 15:52:18,上架,合同已确认并登陆,10020461,10020460,com.pxstudios.minecraftprofull
愤怒的小鸟太空版,veer,个人,益智休闲,新版本,1.0.1,1010,2012-03-29 00:02:20,上架,合同签署并登陆,10020515,10019068,com.rovio.angrybirdsspace.ads
Angry Birds,rovio,个人,益智休闲,新版本,2.0.2,2020,2012-03-19 16:34:24,上架,合同已确认并登陆,10015603,10015597,com.rovio.angrybirds
诞老人的村庄 Santa's Village,xxx,个人,益智休闲,新版本,1.2,2858,2012-03-19 16:24:30,上架,合同已确认并登陆,10014830,10014828,com.makingfun.santasvillage
泡泡球 Bubble Ball,xxx,个人,益智休闲,新版本,1.0,1,2012-03-15 17:58:58,上架,合同已确认并登陆,10014867,10014865,com.naygames.bubbleball
大家来找茬美女篇  Find Differences,xxx,个人,益智休闲,新版本,1.2,3,2012-03-15 17:56:56,上架,合同已确认并登陆,10014827,10014826,cn.easymobi.game.finddifferences
水果滚滚 FruitRoll,xxx,个人,益智休闲,新版本,1.4.2,16,2012-03-15 17:03:26,上架,合同已确认并登陆,10013271,10013270,com.fruitroll.game.top.best.free
躲避障碍 Avoider,xxx,个人,益智休闲,新版本,1.1,2,2012-03-14 16:54:04,上架,合同已确认并登陆,10013926,10013924,com.avoider.paid
極致拼圖 第683期,SkyD,个人,益智休闲,新版本,1.0,1,2012-03-14 16:49:15,上架,合同已确认并登陆,10014308,10014307,com.skyd.bestpuzzle.n683
极致拼图 第684期,SkyD,个人,益智休闲,新版本,1.0,1,2012-03-14 16:49:06,上架,合同已确认并登陆,10014306,10014305,com.skyd.bestpuzzle.n684
极致拼图 第681期,SkyD,个人,益智休闲,新版本,1.0,1,2012-03-14 16:48:51,上架,合同已确认并登陆,10014304,10014303,com.skyd.bestpuzzle.n681
极致拼图 第680期,SkyD,个人,益智休闲,新版本,1.0,1,2012-03-14 16:48:33,上架,合同已确认并登陆,10014302,10014301,com.skyd.bestpuzzle.n680
极致拼图 第679期,SkyD,个人,益智休闲,新版本,1.0,1,2012-03-14 16:48:21,上架,合同已确认并登陆,10014300,10014299,com.skyd.bestpuzzle.n679
极致拼图 第678期,SkyD,个人,益智休闲,新版本,1.0,1,2012-03-14 16:48:12,上架,合同已确认并登陆,10014298,10014297,com.skyd.bestpuzzle.n678
极致拼图 第677期,SkyD,个人,益智休闲,新版本,1.0,1,2012-03-14 16:47:55,上架,合同已确认并登陆,10014296,10014295,com.skyd.bestpuzzle.n677
极致拼图 第676期,SkyD,个人,益智休闲,新版本,1.0,1,2012-03-14 16:47:38,上架,合同已确认并登陆,10014294,10014293,com.skyd.bestpuzzle.n676
极致拼图 第675期,SkyD,个人,益智休闲,新版本,1.0,1,2012-03-14 16:47:17,上架,合同已确认并登陆,10014292,10014291,com.skyd.bestpuzzle.n675
极致拼图 第674期,SkyD,个人,益智休闲,新版本,1.0,1,2012-03-14 16:44:06,上架,合同已确认并登陆,10014290,10014288,com.skyd.bestpuzzle.n674
极致拼图 第673期,SkyD,个人,益智休闲,新版本,1.0,1,2012-03-14 16:43:24,上架,合同已确认并登陆,10014287,10014285,com.skyd.bestpuzzle.n673
极致拼图 第672期,SkyD,个人,益智休闲,新版本,1.0,1,2012-03-14 16:43:11,上架,合同已确认并登陆,10014284,10014283,com.skyd.bestpuzzle.n672
极致拼图 第671期,SkyD,个人,益智休闲,新版本,1.0,1,2012-03-14 16:42:41,上架,合同已确认并登陆,10014282,10014280,com.skyd.bestpuzzle.n671
极致拼图 第670期,SkyD,个人,益智休闲,新版本,1.0,1,2012-03-14 16:42:24,上架,合同已确认并登陆,10014279,10014278,com.skyd.bestpuzzle.n670
极致拼图 第669期,SkyD,个人,益智休闲,新版本,1.0,1,2012-03-14 16:42:15,上架,合同已确认并登陆,10014277,10014276,com.skyd.bestpuzzle.n669
极致拼图 第668期,SkyD,个人,益智休闲,新版本,1.0,1,2012-03-14 16:41:32,上架,合同已确认并登陆,10014275,10014273,com.skyd.bestpuzzle.n668
极致拼图 第667期,SkyD,个人,益智休闲,新版本,1.0,1,2012-03-14 16:40:46,上架,合同已确认并登陆,10014272,10014271,com.skyd.bestpuzzle.n667
极致拼图 第666期,SkyD,个人,益智休闲,新版本,1.0,1,2012-03-14 16:40:26,上架,合同已确认并登陆,10014270,10014269,com.skyd.bestpuzzle.n666
极致拼图 第665期,SkyD,个人,益智休闲,新版本,1.0,1,2012-03-14 16:40:06,上架,合同已确认并登陆,10014268,10014267,com.skyd.bestpuzzle.n665
极致拼图 第664期,SkyD,个人,益智休闲,新版本,1.0,1,2012-03-14 16:39:50,上架,合同已确认并登陆,10014266,10014265,com.skyd.bestpuzzle.n664
火箭黄鼠狼 Rocket Weasel,xxx,个人,益智休闲,新版本,1.0,1,2012-03-13 16:26:47,上架,合同已确认并登陆,10013446,10013444,com.freezetag.rocketweasel
百战天虫  Worms,xxx,个人,益智休闲,新版本,0.0.95,1036300,2012-03-13 16:06:23,上架,合同已确认并登陆,10013757,10013756,com.ea.worms_full_azn
極致拼圖 第653期,SkyD,个人,益智休闲,新版本,1.0,1,2012-03-12 16:14:14,上架,合同已确认并登陆,10013343,10013342,com.skyd.bestpuzzle.n653
極致拼圖 第652期,SkyD,个人,益智休闲,新版本,1.0,1,2012-03-12 16:13:36,上架,合同已确认并登陆,10013341,10013340,com.skyd.bestpuzzle.n652
極致拼圖 第651期,SkyD,个人,益智休闲,新版本,1.0,1,2012-03-12 16:13:24,上架,合同已确认并登陆,10013339,10013338,com.skyd.bestpuzzle.n651
極致拼圖 第650期,SkyD,个人,益智休闲,新版本,1.0,1,2012-03-12 16:13:15,上架,合同已确认并登陆,10013337,10013335,com.skyd.bestpuzzle.n650
極致拼圖 第649期,SkyD,个人,益智休闲,新版本,1.0,1,2012-03-12 16:13:04,上架,合同已确认并登陆,10013334,10013332,com.skyd.bestpuzzle.n649
極致拼圖 第648期,SkyD,个人,益智休闲,新版本,1.0,1,2012-03-12 16:12:46,上架,合同已确认并登陆,10013331,10013330,com.skyd.bestpuzzle.n648
極致拼圖 第647期,SkyD,个人,益智休闲,新版本,1.0,1,2012-03-12 16:12:36,上架,合同已确认并登陆,10013328,10013327,com.skyd.bestpuzzle.n647
極致拼圖 第646期,SkyD,个人,益智休闲,新版本,1.0,1,2012-03-12 16:12:26,上架,合同已确认并登陆,10013326,10013325,com.skyd.bestpuzzle.n646
極致拼圖 第645期,SkyD,个人,益智休闲,新版本,1.0,1,2012-03-12 16:12:16,上架,合同已确认并登陆,10013324,10013323,com.skyd.bestpuzzle.n645
極致拼圖 第644期,SkyD,个人,益智休闲,新版本,1.0,1,2012-03-12 16:11:58,上架,合同已确认并登陆,10013322,10013319,com.skyd.bestpuzzle.n644
极致拼图 第663期,SkyD,个人,益智休闲,新版本,1.0,1,2012-03-12 16:11:33,上架,合同已确认并登陆,10013366,10013365,com.skyd.bestpuzzle.n663
极致拼图 第662期,SkyD,个人,益智休闲,新版本,1.0,1,2012-03-12 16:11:25,上架,合同已确认并登陆,10013364,10013362,com.skyd.bestpuzzle.n662
极致拼图 第661期,SkyD,个人,益智休闲,新版本,1.0,1,2012-03-12 16:11:00,上架,合同已确认并登陆,10013361,10013360,com.skyd.bestpuzzle.n661
极致拼图 第660期,SkyD,个人,益智休闲,新版本,1.0,1,2012-03-12 16:10:50,上架,合同已确认并登陆,10013359,10013358,com.skyd.bestpuzzle.n660
极致拼图 第659期,SkyD,个人,益智休闲,新版本,1.0,1,2012-03-12 16:10:37,上架,合同已确认并登陆,10013357,10013356,com.skyd.bestpuzzle.n659
极致拼图 第658期,SkyD,个人,益智休闲,新版本,1.0,1,2012-03-12 16:10:27,上架,合同已确认并登陆,10013355,10013354,com.skyd.bestpuzzle.n658
极致拼图 第657期,SkyD,个人,益智休闲,新版本,1.0,1,2012-03-12 16:10:17,上架,合同已确认并登陆,10013352,10013351,com.skyd.bestpuzzle.n657
极致拼图 第656期,SkyD,个人,益智休闲,新版本,1.0,1,2012-03-12 16:09:03,上架,合同已确认并登陆,10013350,10013349,com.skyd.bestpuzzle.n656
极致拼图 第655期,SkyD,个人,益智休闲,新版本,1.0,1,2012-03-12 16:08:47,上架,合同已确认并登陆,10013348,10013346,com.skyd.bestpuzzle.n655
极致拼图 第654期,SkyD,个人,益智休闲,新版本,1.0,1,2012-03-12 16:08:26,上架,合同已确认并登陆,10013345,10013344,com.skyd.bestpuzzle.n654
魔法王国,muzhiwan0,个人,益智休闲,新版本,1.9.1,11,2012-01-25 10:46:12,上架,合同签署并登陆,10002290,10002282,com.herocraft.game.kingdom
极速逃生-密室 Free,developer5608,个人,益智休闲,新版本,1.0.4,5,2012-01-11 14:12:51,上架,合同已确认并登陆,54826,54822,speed.escape.universal.free
精灵咒语  Totemo HD,xxx,个人,益智休闲,新版本,1.49.1,21491,2011-12-23 17:36:41,上架,合同已确认并登陆,47814,47813,net.hexage.totemo.hd
超级卡片记忆,应用汇,企业,益智休闲,新版本,1.51,14,2011-12-21 13:27:04,上架,合同签署并登陆,48874,48872,com.ttmobiletech.android.game.bera.lee.worldflags
猴子闯关 Jungle Ruins HD Lite,xxx,个人,益智休闲,新版本,1.0,11,2011-11-08 17:03:41,上架,合同已确认并登陆,38436,38432,jp.co.haibis.android.jungleruinslite
Backgammon Free,handster,企业,益智休闲,新版本,1.54,19,2011-09-26 14:19:59,上架,合同签署并登陆,28954,28953,uk.co.aifactory.backgammonfree
躲闪Android1.5,哇棒传媒,企业,益智休闲,新版本,1.8,221,2011-07-15 11:29:07,上架,合同签署并登陆,13127,137822,com.zhanghuisns.dodge
